row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,match,image_id,image_locality,image_title,image_dates,image_series,date_agrees,annotazioni
235,582,Italia,"San Severino Marche, frazione di Gaglianvecchio",Santa Maria delle Vaccarecce,9-9-1753,#,no,#,,,,,,,,Briccolani non la cita. Frate Anselmo: la vuole coronata per Breve papale (B.P.). ERR - Bonci: la colloca a San Terenzo al Mare. Nessun riferimento in internet.
236,691,Italia,Narni Scalo,Santa Maria del Ponte,5-5-1754,Capitolo,sì,1,place+title+year,madonna-del-ponte-narni,Narni,Madonna del Ponte,1754-05-05,AAS+LIT,yes,
237,368,Italia,Benevento,Santa Maria Annunziata,10-5-1754,Capitolo,sì,1,place+title+year,s-maria-annunziata-in-benevento-benevento,Benevento,S. Maria Annunziata in Benevento,1754,LIT,yes,Frate Anselmo: data l'incoronazione 27 ottobre 1754.
238,528,Italia,"Genova, quartiere di Cornigliano",Santa Maria Incoronata,2-8-1754,#,no,#,,,,,,,,"Briccolani non la cita. ERR - Frate Anselmo: data l'incoronazione 2 agosto 1740, con Breve Papale e collocata la Madonna in Val di Polcevera. ERR - Bonci: cita questa incoronazione alla data 2 agosto 1754."
239,519,Italia,Ceranesi,Santa Maria della Guardia,#-#-1754,#,no,#,,,,,,,,Briccolani non la cita. Frate Anselmo: non la cita. Informazione presa da internet.
240,712,Polonia,Dobrzyn nad Wisla,Santa Maria di Skepe,18-5-1755,Capitolo,sì,1,,,,,,,,ERR - Briccolani non la cita. ERR - Frate Anselmo: non la cita.
241,507,Italia,Tivoli,Santa Maria di Quintiliolo,8-6-1755,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1765.
242,715,Polonia,Jaroslaw,Santa Maria Addolorata,8-9-1755,Capitolo,sì,1,place+title+year,matka-boza-bolesna-jaroslawska-jaroslaw,Jarosław,Matka Boża Bolesna Jarosławska,1732; 1755-09-08,AAS+LIT,yes,ERR - Briccolani non la cita. ERR - Frate Anselmo: riporta la data d’incoronazione 27 aprile 1732.
243,741,Ucraina,Berdychiv,Nostra Signora Berdychiv,16-7-1756,B.P.,sì,1,place+title+year,matka-boza-berdyczowska-berdychiv-berdyczow-berd,Berdyczów (Berdychiv),Matka Boża Berdyczowska (Berdychiv),1756-07-16,AAS+LIT,yes,ERR - Frate Anselmo: non la cita.
244,346,Italia,Scurcola Marsicana,Santa Maria della Vittoria,25-9-1757,Capitolo,sì,1,,,,,,,,ERR - Briccolani non la cita. ERR - Frate Anselmo: data l'incoronazione 2 settembre 1757.
245,664,Italia,Grosseto,Madonna delle Grazie,6-5-1759,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1774. ERR - Frate Anselmo: data l'incoronazione 19 novembre 1774.
246,587,Italia,"Visso, frazione di Cupi","Santa Maria di Macereto, o di Loreto",26-8-1759,Capitolo,sì,1,place+title+year,santa-maria-di-macereto-di-visso-macereto-visso,Macereto (Visso),Santa Maria di Macereto di Visso,1759,LIT,yes,"ERR - Frate Anselmo: la titola di Macerata, o di Loreto."
247,646,Italia,"Cefalù, frazione di Gibilmanna",Maria Santissima di Gibilmanna,17-8-1760,Capitolo,sì,1,place+title,madonna-di-gibilmanna-gibilmanna-diocese-of-cefa,Gibilmanna (diocese of Cefalù),Madonna di Gibilmanna,,LIT,,
248,406,Italia,Napoli,Santa Maria Addolorata del Buoncammino,15-8-1761,Capitolo,sì,1,,,,,,,,ERR - Briccolani non la cita.
249,450,Italia,Fontanellato,Santa Maria del Rosario,18-8-1761,#,no,#,,,,,,,,Briccolani non la cita. ERR - Frate Anselmo: indica che fu coronata la seconda volta.
250,255,Bielorussia,Byalynichy,Nostra signora di Byalynichy,20-9-1761,B.P.,sì,1,place+year,matka-boza-bialynicka-bialynicze-byalynichy,Białynicze (Byalynichy),Matka Boża Białynicka,1761-09-29,LIT,yes,ERR - Frate Anselmo: non la cita.
251,648,Italia,Monreale,Santa Maria del Popolo,8-9-1762,Capitolo,sì,1,place+title+year,santa-maria-del-popolo-nella-metropolitana-di-mo,Monreale,Santa Maria del Popolo nella Metropolitana di Montereale,1761,LIT,±1,ERR - Briccolani: la cita nella località Montereale e data l'incoronazione nel 1761. ERR - Frate Anselmo: data l'incoronazione 31 agosto 1761.
252,710,Polonia,Rzeszów,Santa Maria Assunta,8-9-1763,Capitolo,sì,1,place+title+year,matka-boza-rzeszowska-rzeszow,Rzeszów,Matka Boża Rzeszowska,1763-09-08,LIT,yes,ERR - Frate Anselmo: non la cita.
253,504,Italia,Roma,Madonna nell'Oratorio,12-5-1765,Capitolo,sì,1,church+year,santa-maria-della-prima-primaria-congregazione-n,"Rome, Collegio Romano (Prima Primaria)",Santa Maria della Prima primaria Congregazione nel Collegio Romano,1765-05,LIT,yes,ERR - Bombelli: decreto 26 luglio 1762.
254,481,Italia,Monterotondo,Santa Maria del Diluvio,2-6-1765,Capitolo,sì,1,place+year,santa-maria-in-s-rocco-di-monte-rotondo-monterot,Monterotondo,Santa Maria in S. Rocco di Monte Rotondo,1765,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 7 novembre 1765.
255,566,Italia,"Chiesa in Valmalenco, frazione di Primolo",Santa Maria delle Grazie,11-8-1765,Capitolo,sì,1,,,,,,,,ERR: Briccolani: la colloca in Valle Valenza in Valtellina. ERR - Frate Anselmo: la colloca in Valle Valenza in Valtellina e data l'incoronazione 8 novembre 1765 (inverte il mese con il giorno).
256,692,Italia,Padova,Santa Maria,#-9-1765,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 4 novembre 1764.
257,422,Italia,Cava de' Tirreni,Santa Maria dell'Olmo,15-6-1766,Capitolo,sì,1,place+title+year,madonna-dell-olmo-cava-de-tirreni,Cava de' Tirreni,Madonna dell’Olmo,1766-06-15; 1924,LIT,yes,ERR - Briccolani: data l'incoronazione 1764.
258,716,Polonia,Przemysl,Nostra Signora di Jackowa,15-8-1766,Capitolo,sì,1,place+title+year,matka-boza-jackowa-przemysl-dominicans,"Przemyśl, Dominicans",Matka Boża Jackowa,1766-08-15,AAS+LIT,yes,ERR - Frate Anselmo: non la cita.
259,721,Polonia,Miedniewice villaggio del comune di Zyrardow,Sacra Famiglia,7-6-1767,B.P.,sì,1,place+title+year,swieta-rodzina-miedniewicka-miedniewice,Miedniewice,Święta Rodzina Miedniewicka,1767-06-07,LIT,yes,ERR - Frate Anselmo: non la cita.
260,532,Italia,"Rapallo, frazione di Montallegro",Santa Maria di Montallegro,27-7-1767,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1763.
261,720,Polonia,Chelm,Nostra Signora di Chelm,17-9-1767,B.P.,sì,1,place+title,nostra-signora-di-chelm-chelm,Chełm,Nostra Signora di Chelm,1765-09-15,LIT,no,"In alcuni testi l'incoronazione è datata 15 settembre 1765, il Capitolo aveva fissato questa data ma per motivi sconosciuti fu rimandata. ERR - Frate Anselmo: non la cita."
262,361,Italia,Avellino,Santa Maria di Costantinopoli,4-6-1769,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1766.
263,535,Italia,Santa Margherita Ligure,Madonna della Rosa,27-7-1769,#,no,#,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 27 luglio 1769. Nessun riferimento in internet.
264,423,Italia,Maiori,Santa Maria a Mare,13-8-1769,Capitolo,sì,1,place+title+year,santa-maria-del-mare-in-maggiore-maiori,Maiori,Santa Maria del Mare in Maggiore,1768,LIT,±1,ERR - Briccolani: data l'incoronazione 1768.
265,521,Italia,Chiavari,Santa Maria dell'Orto,8-9-1769,Capitolo,sì,1,place+title,santa-maria-dell-orto-di-chiaveri-chiavari-clava,"Chiavari (Clavarium), Liguria",Santa Maria dell'Orto di Chiaveri,1767,LIT,no,ERR - Briccolani: data l'incoronazione 1767. ERR - Frate Anselmo: data l'incoronazione 18 settembre 1769.
266,632,Italia,Monopoli,Santa Maria della Madia,8-7-1770,Capitolo,sì,1,place+title+year,santa-maria-di-monopoli-monopoli-apulia,Monopoli (Apulia),Santa Maria di Monopoli,1769,AAS+LIT,±1,ERR - Briccolani: data l'incoronazione 1769.
267,700,Italia,Verona,Santa Maria del Popolo,8-9-1770,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione nel 1759.
268,549,Italia,Savona,Santa Maria della Misericordia,16-11-1770,#,no,#,place+title+year,nostra-signora-della-misericordia-savona,Savona,Nostra Signora della Misericordia,1770; 1815-05-10,AAS+LIT,yes,"ERR - Briccolani: data l'incoronazione 1770. ERR - Frate Anselmo: data l'incoronazione 16 novembre 1770. Questa incoronazione non è avvenuta nel 1770, bensì nel 1815, 45 anni dopo."
269,401,Italia,Napoli,Santa Maria di Portosalvo,30-6-1771,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1770.
270,663,Italia,Castel del Piano,Santissima Madonna delle Grazie,7-9-1771,Capitolo,sì,1,place+year,santa-maria-assunta-del-castello-del-piano-caste,"Castel del Piano, diocese of Chiusi",Santa Maria Assunta del Castello del Piano,1771,LIT,yes,"Briccolani: la titola Santa Maria Assunta. ERR - Frate Anselmo: la colloca a Chiusi, nel Castello del Piano. ERR - Frate Anselmo: data l'incoronazione 16 novembre 1771."
271,545,Italia,"Sestri Levante, frazione di San Bartolomeo della Ginestra",Santa Maria del Soccorso,15-9-1771,#,no,#,,,,,,,,"Frate Anselmo: data l'incoronazione 15 settembre 1771, voluta con un Breve Papale. Nessun riferimento in internet."
272,598,Italia,Monchiero,Santa Maria del Rosario,15-8-1772,Capitolo,sì,1,place+year,image-monchiero,Monchiero,,1772,LIT,yes,ERR - Briccolani: data l'incoronazione 1772.
273,629,Italia,Bari,Madonna di Costantinopoli,19-9-1772,Capitolo,sì,1,place+title+year,santa-maria-di-costantinopoli-di-bari-bari,Bari,Santa Maria di Costantinopoli di Bari,1771,LIT,±1,ERR - Briccolani: data l'incoronazione 1771.
274,387,Italia,Napoli,Santa Maria del Principio,8-1-1773,Capitolo,sì,1,place+title+year,santa-maria-del-principio-nella-chiesa-di-santa,Napoli (Santa Restituta),Santa Maria del Principio nella Chiesa di Santa Restituta di Napoli,1773-01-08,LIT,yes,ERR - Briccolani: data l'incoronazione 1772.
275,738,Ucraina,Poczajow,Nostra Signora di Poczajow,8-9-1773,Capitolo,sì,1,place+year,santa-maria-della-nativita-pozcaioviens-luceorie,Poczajów (Pochaiv),"Santa Maria della Natività Pozcaioviens, Luceorien diaecesis",1773-09-08,LIT,yes,Briccolani non la cita. ERR - Frate Anselmo: data l'incoronazione 9 novembre 1770 e la colloca in località Luck.
276,412,Italia,Piano di Sorrento,Santa Maria del Rosario,26-9-1773,Capitolo,sì,1,place+title+year,santa-maria-del-rosario-nella-chiesa-della-santi,Piano di Sorrento,Santa Maria del Rosario nella Chiesa della Santissima Trinità del Piano,1773-09-26,LIT,yes,"ERR - Frate Anselmo: la colloca a Sorrento, aggiungendo ""al Piano""."
277,740,Ucraina,Lutsk,Santa Maria della Natività,17-11-1773,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 17 novembre 1773 e la colloca a Luceornia. Nessun riferimento in internet.
278,367,Italia,Paternopoli,Santa Maria della Consolazione,12-5-1774,Capitolo,sì,1,,,,,,,,"ERR - Briccolani: non la cita. ERR - Frate Anselmo: la colloca ad Avellino, nella chiesa ""di Palerno"". ERR - Frate Anselmo: data la coronazione 22 maggio 1774."
279,737,Ucraina,Ivano-Frankivsk,Nostra Signora Regina della Pace di Yaniv,29-5-1774,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
280,391,Italia,Napoli,Santa Maria dei Miracoli,25-11-1775,Capitolo,sì,1,place+title+year,santa-maria-de-miracoli-nella-chiesa-delle-monac,Napoli (Monache della Provvidenza),Santa Maria de' Miracoli nella Chiesa delle Monache della Providenza in Napoli,1775,LIT,yes,Frate Anselmo: data l'incoronazione 25 novembre 1775.
281,2000,Ucraina,Leopoli,Santissima Vergine Maria delle Grazie,12-5-1776,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
282,546,Italia,"Vezzano Ligure, frazione di Vezzano Superiore",Santa Maria del Soccorso,#-9-1776,Capitolo,sì,1,place+title,santa-maria-del-soccorso-di-vezzano-vezzano-ligu,Vezzano Ligure,Santa Maria del Soccorso di Vezzano,1772,LIT,no,ERR - Briccolani: data l'incoronazione 1772. ERR - Frate Anselmo: scambia la data del decreto con quello di incoronazione.
283,534,Italia,Santa Margherita Ligure,Madonna della Rosa,25-11-1776,Capitolo,sì,1,place+title+year,dei-genetricis-imago-a-rosa-santa-margherita-lig,Santa Margherita Ligure,Dei Genetricis Imago « a Rosa »,1776,AAS,yes,ERR - Briccolani la colloca nella diocesi di Genova (non specifica la località) e la corona nell'anno 1769. ERR - Frate Anselmo: data l'incoronazione 27 novembre 1776 e come seconda volta: questa è la prima volta.
284,468,Italia,Itri,Santa Maria della Civita,20-7-1777,Capitolo,sì,1,place+title+year,santa-maria-di-civita-nella-chiesa-d-itri-itri,Itri,Santa Maria di Civita nella Chiesa d'Itri,1777,LIT,yes,ERR - Frate Anselmo: data l'incoronazione 21 luglio 1777.
285,735,Ucraina,Bołszowce,Nostra signora di Bołszowce,15-8-1777,B.P.,sì,1,place+title+year,matka-boza-bolszowiecka-bolszowce-bilshivtsi,Bołszowce (Bilshivtsi),Matka Boża Bołszowiecka,1777-08-15,LIT,yes,ERR - Frate Anselmo: non la cita.
286,365,Italia,Marzano di Nola,Santa Maria dell'Abbondanza,29-7-1778,Capitolo,sì,1,place+year,santa-maria-di-marzano-marzano-diocese-of-nola,Marzano (diocese of Nola),Santa Maria di Marzano,1778,LIT,yes,
287,467,Italia,Cori,Santa Maria del Soccorso,20-9-1778,Capitolo,sì,1,place+title+year,santa-maria-del-soccorso-di-cori-cori,Cori,Santa Maria del Soccorso di Cori,1778,LIT,yes,ERR - Frate Anselmo: data incoronazione 18 settembre 1778.
288,568,Italia,Fabriano,Santa Maria della Misericordia,1-10-1778,#,no,1,place+title+year,santa-maria-della-misericordia-di-fabriano-fabri,Fabriano,Santa Maria della Misericordia di Fabriano,1778,LIT,yes,Frate Anselmo: data l'incoronazione 1 ottobre 1778. Nessun riferimento in internet.
289,647,Italia,"Cefalù, frazione di Gibilmanna",Santa Maria del Grande Giubileo,2-10-1778,#,no,#,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 2 ottobre 1778 e la indica come seconda incoronazione. Nessun riferimento in internet.
290,734,Ucraina,Latyczów,Santa Maria di Latyczòw,4-10-1778,Capitolo,sì,1,place+title+year,matka-boza-latyczowska-latyczow-letychiv,Latyczów (Letychiv),Matka Boża Latyczowska,1778-10-04,LIT,yes,"ERR - Briccolani: non la cita. Frate Anselmo: data l'incoronazione 4 ottobre 1778. ERR - Frate Anselmo: la colloca a Atyczow (Pinsk), sbagliando la collocazione nell'elenco per località."
291,581,Italia,Muccia,Santa Maria di Col de' Venti,8-10-1778,Capitolo,sì,1,place+title+year,santa-maria-di-col-de-venti-della-muccia-muccia,Muccia (Col di Venti),Santa Maria di Col de' Venti della Muccia,1778,LIT,yes,
292,655,Italia,Calatafimi Segesta,Maria Santissima di Giubino,5-5-1779,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1778 e la titola Madonna delle Grazie. ERR - Frate Anselmo: scambia la data di incoronazione con quella del decreto.
293,439,Italia,Ferrara,Santa Maria delle Grazie,24-5-1779,Capitolo,sì,1,place+title+year,santa-maria-delle-grazie-nella-metropolitana-di,Ferrara,Santa Maria delle Grazie nella Metropolitana di Ferrara,1778,LIT,±1,ERR - Briccolani: data l'incoronazione 1778.
294,733,Ucraina,Mezhyrich,Nostra Signora di Mezhyrich,15-8-1779,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
295,650,Italia,Palermo,Santa Maria della Pace,#-9-1779,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1778. Frate Anselmo: non la cita.
296,472,Italia,"Scandriglia, frazione di Ponticelli Sabino",Santa Maria delle Grazie,3-10-1779,Capitolo,sì,1,place+title+year,santa-maria-delle-grazie-ponticelli-sabina,Ponticelli (Sabina),Santa Maria delle Grazie,1778,LIT,±1,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
297,381,Italia,Gragnano,Santa Maria di Costantinopoli,10-10-1779,Capitolo,sì,1,place+title+year,santa-maria-di-costantinopoli-nella-chiesa-di-gr,"Gragnano, diocese of Lettere",Santa Maria di Costantinopoli nella Chiesa di Granani,1778,LIT,±1,ERR - Briccolani: data l'incoronazione 1778. ERR - Frate Anselmo: data l'incoronazione 24 ottobre 1779.
298,510,Italia,Acquapendente,Maria Santissima Immacolata Concezione,28-5-1780,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1778. ERR - Frate Anselmo: scambia la data del decreto con quella dell'incoronazione.
299,394,Italia,Napoli,Santa Maria della Potenza,9-7-1780,Capitolo,sì,1,place+title+year,santa-maria-della-potenza-nella-chiesa-di-s-gior,Napoli (San Giorgio Maggiore),Santa Maria della Potenza nella Chiesa di S. Giorgio maggiore di Napoli,1779,LIT,±1,ERR - Briccolani: data l'incoronazione 1779.
300,564,Italia,Casalpusterlengo,Madonna dei Cappuccini,3-9-1780,Capitolo,sì,1,place+year,santa-maria-nella-chiesa-de-cappucini-di-casal-p,Casalpusterlengo,Santa Maria nella Chiesa de Cappucini di Casal Posterlengo,1780-09-03,LIT,yes,Frate Anselmo: la titola Santa Maria Lauretana di S. Salvatore.
301,624,Italia,Acquaviva delle Fonti,Santa Maria di Costantinopoli,4-9-1781,Capitolo,sì,1,place+title+year,santa-maria-di-costantinopoli-nella-chiesa-di-s,Acquaviva delle Fonti,Santa Maria di Costantinopoli nella Chiesa di S. Eustachio della Città d'Aquaviva,1780,LIT,±1,ERR - Briccolani: data l'incoronazione 1780. ERR - Frate Anselmo: data l'incoronazione 27 ottobre 1781.
302,635,Italia,Foggia,Santa Maria dei Sette Veli o Iconavetere,24-5-1782,Capitolo,sì,1,place+title+year,santa-maria-dei-sette-veli-nella-chiesa-collegia,Foggia,Santa Maria dei Sette Veli nella Chiesa Collegiata di Foggia,1781,LIT,±1,ERR - Briccolani: data l'incoronazione 1781.
303,442,Italia,Cesena,Santa Maria del Popolo,3-6-1782,Papa Pio VI,sì,1,,,,,,,,ERR - Briccolani non la cita. ERR - Frate Anselmo: scambia la data del decreto con la data dell'incoronazione.
304,678,Italia,Monsummano,Santa Maria del Fonte Nuovo,25-8-1782,#,sì,1,place+title+year,madonna-di-fontenuova-monsummano-terme,Monsummano Terme,Madonna di Fontenuova,1782,AAS,yes,ERR - Briccolani non la cita.
305,418,Italia,"Vico Equense, frazione di Seiano",Santa Maria delle Grazie,6-7-1783,#,no,#,,,,,,,,Briccolani non la cita. ERR - Frate Anselmo: data l'incoronazione 2 luglio 1783.
306,427,Italia,Positano,Santa Maria di Positano,15-8-1783,Capitolo,sì,1,place+title+year,santa-maria-nella-chiesa-di-s-vito-di-positano-p,Positano,Santa Maria nella Chiesa di S. Vito di Positano,1783,LIT,yes,
307,352,Italia,Conflenti,Santa Maria delle Grazie,31-8-1783,Capitolo,sì,1,place+title+year,santa-maria-di-tutte-le-grazie-della-quercia-nel,Conflenti,Santa Maria di tutte le Grazie della Quercia nella Chiesa di Conflenti Inferiori,1782,LIT,±1,ERR - Briccolani: data l'incoronazione 1782. ERR - Frate Anselmo: la colloca a Confuenti.
308,649,Italia,Palermo,Santa Maria della Provvidenza,17-3-1784,#,no,#,place+year,santa-maria-del-presepio-nell-oratorio-de-minori,Palermo (Sant'Antonio di Padova),Santa Maria del Presepio nell'Oratorio de' Minori Riformati,1784-10-29,LIT,yes,Briccolani non la cita. ERR - Frate Anselmo: riporta un duplicato o un cinquantenario di una incoronazione avvenuta nel 1734.
309,654,Italia,Alcamo,Santa Maria dei Miracoli,21-6-1784,Capitolo,sì,1,place+title,santa-maria-de-miracoli-nella-chiesa-d-alcami-al,Alcamo,Santa Maria de' Miracoli nella Chiesa d'Alcami,1782,LIT,no,ERR - Briccolani: data l'incoronazione 1782. ERR - Frate Anselmo: data l'incoronazione 17 dicembre 1786.
310,651,Italia,Palermo,"Santa Maria del Presepio, dei Frati Minori",29-10-1784,Capitolo,sì,#,place+title+year,santa-maria-del-presepio-nell-oratorio-de-minori,Palermo (Sant'Antonio di Padova),Santa Maria del Presepio nell'Oratorio de' Minori Riformati,1784-10-29,LIT,yes,Nessun riferimento in internet.
311,570,Italia,Jesi,Santa Maria della Misericordia,8-9-1785,#,no,1,place+title+year,santa-maria-della-misericordia-nella-chiesa-di-s,Jesi (San Pietro),Santa Maria della Misericordia nella Chiesa di S. Pietro di Jesi,1784,LIT,±1,ERR - Briccolani: data l'incoronazione 1784. Frate Anselmo: data l'incoronazione 8 settembre 1785. Nessun riferimento in internet.
312,407,Italia,Napoli,Santa Maria delle Grazie,2-7-1786,Capitolo,sì,1,place+title+year,santa-maria-delle-grazie-alla-pietra-del-pesce-i,Napoli (Pietra del Pesce),Santa Maria delle Grazie alla Pietra del Pesce in Napoli,1786,LIT,yes,
313,703,Lituania,Šiluva,Nostra Signora di Šiluva,8-9-1786,B.P.,sì,1,place+year,siluvos-dievo-motina-matka-boza-szydlowska-szydl,"Szydłów (Šiluva), Samogitia",Šiluvos Dievo Motina (Matka Boża Szydłowska),1786-09-08,LIT,yes,ERR - Frate Anselmo: non la cita.
314,428,Italia,Roccadaspide,Santa Maria delle Grazie,19-12-1786,Capitolo,sì,1,,,,,,,,Briccolani: non la cita. ERR - Frate Anselmo: cita questa incoronazione e la colloca a Capaccio.Val di Novi (Vallo di Novi) antico nome di Vallo della Lucania.
315,653,Italia,Vittoria,Santa Maria Lauretana,29-6-1787,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1785. Frate Anselmo: la colloca nella provincia di Siragusa. ERR - Frate Anselmo: data la coronazione il 31 ottobre 1785.
316,405,Italia,Napoli,Santa Maria delle Grazie,17-7-1787,#,no,#,place+title+year,santa-maria-delle-grazie-alla-pietra-del-pesce-i,Napoli (Pietra del Pesce),Santa Maria delle Grazie alla Pietra del Pesce in Napoli,1786,LIT,±1,ERR - Briccolani: non la cita. Frate Anselmo: data l'incoronazione 17 luglio 1787. Nessun riferimento in internet.
317,380,Italia,Forio d'Ischia,Santa Maria di Loreto (Lauretana),29-7-1787,Capitolo,sì,1,place+title+year,santa-maria-lauretana-di-forigi-forio-ischia,Forio (Ischia),Santa Maria Lauretana di Forigi,1786,LIT,±1,ERR - Briccolani: data l'incoronazione 1786. ERR - Frate Anselmo: data l'incoronazione 25 luglio 1787.
318,425,Italia,Pagani,Santa Maria del Carmine,22-9-1787,Capitolo,sì,1,,,,,,,,ERR - Briccolani: data l'incoronazione 1785.
319,430,Italia,Vallo della Lucania,Santa Maria delle Grazie,8-6-1788,Capitolo,sì,1,place+title,santa-maria-delle-grazie-nella-chiesa-de-domenic,"Vallo della Lucania (Novi Velia), diocese of Capaccio",Santa Maria delle Grazie nella Chiesa de' Domenicani di Val di Novi,1786,LIT,no,Briccolani: la colloca in Val di Novi. ERR - Briccolani: data l'incoronazione 1786. ERR - Frate Anselmo: la incorona il giorno 8 dicembre 1785 e la titola Santa Maria nella Chiesa dei PP. Domenicani.
320,619,Italia,Valperga,Santa Maria della Natività o di Belmonte,17-8-1788,Capitolo,sì,1,place+title+year,santa-maria-della-nativita-di-belmonte-valperga,Valperga,"Santa Maria della Natività, di Belmonte",1788-08-17,LIT,yes,
321,524,Italia,Cicagna,Santa Maria dei Miracoli,14-9-1790,Capitolo,sì,1,place+title+year,nostra-signora-dei-miracoli-cicagna,Cicagna,Nostra Signora dei Miracoli,1790-09-14; 1814-09-14,LIT,yes,ERR - Briccolani: non la cita. ERR - Frate Anselmo: data l'incoronazione 16 settembre 1790.
322,483,Italia,Palombara Sabina,Santa Maria della Neve,17-10-1790,Capitolo,sì,1,place+title+year,santa-maria-della-neve-palombara-sabina,Palombara Sabina,Santa Maria della Neve,1790,LIT,yes,ERR - Frate Anselmo: la colloca nel paese di Palombaro in provincia di Chieti e data l'incoronazione 22 dicembre 1790.
323,683,Italia,Sinalunga,Madonna del Rifugio,6-9-1793,Capitolo,sì,1,,,,,,,,ERR - Briccolani: non la cita. Frate Anselmo: non la cita.
324,493,Italia,Roma,Santa Maria della Misericordia,15-9-1793,Capitolo,sì,1,church+year,santa-maria-nella-chiesa-parrochiale-di-s-benede,"Rome, San Benedetto in Piscinula",Santa Maria nella Chiesa Parrochiale di S. Benedetto in Piscinula,1793,LIT,yes,ERR - Briccolani: data l'incoronazione 1791. ERR - Frate Anselmo: data l'incoronazione 16 settembre 1793.
325,382,Italia,Ischia,Santa Maria di Costantinopoli,25-8-1794,Capitolo,sì,1,place+title,santa-maria-di-costantinopoli-d-ischia-ischia,Ischia,Santa Maria di Costantinopoli d'Ischia,1791,LIT,no,ERR - Briccolani: data l'incoronazione 1791. ERR - Frate Anselmo: data l'incoronazione 24 agosto 1794.
326,426,Italia,"Pellezzano, frazione di Capriglia",Santa Maria delle Grazie,20-5-1795,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
327,351,Italia,Catanzaro,Santa Maria di Mezzogiorno,2-7-1797,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
328,643,Italia,Enna,Madonna della Visitazione,6-7-1797,Capitolo,sì,1,place+year,image-enna,Enna,,1797,LIT,yes,ERR - Frate Anselmo: non la cita.
329,672,Italia,Lucca,Santa Maria dei Miracoli,24-9-1797,Capitolo,sì,1,place+title+year,madonna-dei-miracoli-lucca-san-tommaso-in-peller,Lucca (San Tommaso in Pelleria),Madonna dei Miracoli,1797-09-27,LIT,yes,Frate Anselmo: data l'incoronazione 24 settembre 1797. Nessun riferimento in internet.
330,656,Italia,Castellammare del Golfo,Madonna del Soccorso,16-9-1798,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
331,689,Italia,Spoleto,Santa Maria della Sacra Icone,30-6-1800,Papa Pio VII,sì,1,,,,,,,,
332,571,Italia,Loreto,Madonna di Loreto,23-2-1801,Papa Pio VII,sì,1,,,,,,,,Frate Anselmo: data l'incoronazione 23 febbraio 1801.
333,372,Italia,Casaluce,Santa Maria di Casaluce,13-9-1801,Capitolo,sì,1,,,,,,,,
334,400,Italia,Napoli,Santa Maria di Piedigrotta,5-9-1802,Capitolo,sì,1,,,,,,,,
335,392,Italia,Napoli,Santa Maria delle Grazie,26-9-1802,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 26 settembre 1803.
336,657,Italia,Mazara del Vallo,Madonna del Paradiso,10-7-1803,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: la colloca a Mazzara del Vallo.
337,408,Italia,Napoli,"Santa Maria ""Mater Dei""",14-8-1803,Capitolo,sì,1,,,,,,,,
338,383,Italia,Massa Lubrense,Santa Maria della Lobra,12-8-1804,Capitolo,sì,1,place+title+year,madonna-della-lobra-massa-lubrense,Massa Lubrense,Madonna della Lobra,1804-08-12,LIT,yes,
339,404,Italia,Napoli,Santa Maria della Purità (sull'arco dei Barrettari),23-9-1804,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 23 novembre 1804.
340,371,Italia,Caivano,Santa Maria delle Grazie,12-5-1805,Capitolo,sì,1,,,,,,,,
341,611,Italia,Chieri,Santa Maria delle Grazie,3-9-1805,#,no,#,,,,,,,,ERR - Frate Anselmo: data l'incoronazione il 3 settembre 1805. La Madonna fu incoronata dal Capitolo Vaticano nell'anno 1905. Nessun riferimento in internet.
