row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,match,image_id,image_locality,image_title,image_dates,image_series,date_agrees,annotazioni
1151,957,Italia,Pignataro-Interamna,Madonna Addolorata,21-9-1926,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1152,1025,Italia,Bagolino,Madonna di San Luca,21-9-1926,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 19 marzo 1925.
1153,785,Filippine,Antipolo,Nostra Signora della Pace e del Buon Viaggio,28-11-1926,B.P.,sì,1,,,,,,,,"ERR - Frate Anselmo: la colloca a Tabora nelle Filippine, la titola: S. M. Antipolense e data l'incoronazione 18 giugno 1925."
1154,977,Italia,Roma,Madonna del Latte,8-12-1926,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1155,876,Italia,Cittanova,Madonna Immacolata,8-12-1926,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1156,774,Cile,Santiago del Cile,Santa Maria de Monte Carmelo,19-12-1926,Capitolo,sì,1,place+title+year,nuestra-senora-del-carmen-santiago-de-chile,Santiago de Chile,Nuestra Señora del Carmen,1926,AAS,yes,ERR - Frate Anselmo: data l'incoronazione 21 ottobre 1923
1157,1217,Spagna,Murcia,Vergine della Fuensanta,24-4-1927,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: data la incronazione 13 febbraio 1927 e la titola: Santa Maria del S. Fonte.
1158,1104,Italia,Prato,Madonna della Pietà,8-5-1927,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 8 maggio 1927. Nessun riferimento in internet.
1159,1062,Italia,Asti,Santa Maria Porta Paradisi,29-5-1927,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1160,1088,Italia,Adrano,Santa Maria Ausiliatrice,29-5-1927,Capitolo,sì,1,,,,,,,,"Frate Anselmo: la titola: Santa Maria Ausiliatrice, detta di Don Bosco, nella Matrice."
1161,796,Belgio,Leuven,Nostra Signora di Lovanio,29-6-1927,Capitolo,sì,1,place+year,onze-lieve-vrouw-van-scherpenheuvel-notre-dame-d,"Scherpenheuvel (Aspricollis), near Leuven",Onze-Lieve-Vrouw van Scherpenheuvel (Notre-Dame de Montaigu),1872; 1927,AAS,yes,"ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e nell'elenco per date data mette 26 giugno 1926 (è un refuso di stampa), mentre nell'elenco per località riporta 26 giugno 1925."
1162,1124,Lituania,Vilnius,Nostra Signora della Porta dell'Aurora,2-7-1927,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1163,881,Italia,Ariano Irpino,Madonna del Carmine,16-7-1927,Capitolo,sì,1,,,,,,,,Frate Anselmo: la colloca a Ariano di Puglia nell'elenco per date e ad Ariano nell'elenco per località. ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1164,1223,Svizzera,Morbio Inferiore,Santa Maria dei Miracoli,29-7-1927,Capitolo,sì,1,place+year,beata-maria-virgo-a-miraculis-morbio-inferiore,Morbio Inferiore,Beata Maria Virgo « a Miraculis »,1927,AAS,yes,ERR - Frate Anselmo: data l'incoronazione 21 settembre 1926. ERR - Bonci: data l'incoronazione 31 luglio 1927.
1165,1081,Italia,Accadia,Madonna del Carmine,21-8-1927,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1166,1091,Italia,Montalbano Elicona,Madonna della Provvidenza,24-8-1927,Capitolo,sì,1,place+title,maria-santissima-della-divina-provvidenza-montal,Montalbano Elicona,Maria Santissima della Divina Provvidenza,,AAS,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1167,855,Germania,Aquisgrana,"Santa Maria ""Auxilium Christianorum""",4-9-1927,Capitolo,sì,1,,,,,,,,"Frate Anselmo: data l'incoronazione 8 maggio 1927 e la titola Santa Maria ""Auxilium Christianorum"". ERR - la colloca nella Prussia ed in particolare nella Collegiata."
1168,780,Perù,Lima,Nostra Signora del Rosario,2-10-1927,Capitolo,sì,1,,,,,,,,"ERR - Frate Anselmo: data l'incoronazione 31 maggio 1932 nell'elenco per date, mentre 31 maggio 1922 nell'elenco per località."
1169,1112,Italia,Padova,Madonna dei Lumini,16-10-1927,Capitolo,sì,1,,,,,,,,Frate Anselmo: la titola: Santa Maria dei Lumi. ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1170,949,Italia,Trieste,Madonna della Salute,13-11-1927,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 13 novembre 1927. Nessun riferimento in internet.
1171,927,Italia,"Casal Velino, frazione di Acquavella",Madonna delle Grazie,#-#-1927,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 22 luglio 1926.
1172,767,Argentina,Santa Fe de la Vera Cruz,Nostra Signora di Guadalupe,22-4-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1173,1202,Spagna,Sedavì,Nostra Signora del Rosario,4-6-1928,Capitolo,no,1,,,,,,,,ERR - Frate Anselmo: la colloca a Sedavi e data l'incoronazione 4 giugno 1928. Nessun riferimento in internet.
1174,1131,Polonia,Piaski,Santa Maria del Sacromonte Gostinense,25-6-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 12 marzo 1928 e la colloca a Gostyn.
1175,981,Italia,Roma,Madonna del Carmine,16-7-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1176,871,Italia,Diamante,Madonna Immacolata,12-8-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1177,1179,Spagna,Brihuega,Vergine della Roccia,13-8-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1178,1228,Ucraina,Sambir,Natività della Beata Vergine Maria,28-8-1928,B.P.,sì,1,,,,,,,,Frate Anselmo: la colloca a Sambor nella Polonia e la titola Santa Maria di Sambor. ERR - Frate Anselmo: data l'incoronazione 8 aprile 1928.
1179,858,Germania,Ralbitz-Rosenthal,Nostra Signora del Tiglio,8-9-1928,#,no,#,,,,,,,,Frate Anselmo: la titola Santa Maria del tiglio e data l'incoronazione 8 settembre 1928. Nessun riferimento in internet.
1180,931,Italia,Giffoni Valle Piana,Madonna di Carbonara,8-9-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 15 luglio 1928.
1181,1218,Spagna,Cascante,Nostra Signora del Romero,9-9-1928,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 1 maggio 1928 e tra parentesi aggiunge: solen. 9-IX.
1182,1029,Italia,Cantù,Madonna dei Miracoli,23-9-1928,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1183,1208,Spagna,Guadalupe,Santa Maria de Guadalupe,12-10-1928,Capitolo,sì,1,place+title+year,nuestra-senora-de-guadalupe-extremadura-guadalup,Guadalupe (Extremadura),Nuestra Señora de Guadalupe (Extremadura),1928,AAS,yes,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1184,914,Italia,"Napoli, quartiere Vomero",Santa Maria Ausiliatrice,18-3-1929,#,no,#,,,,,,,,"Frate Anselmo: data l'incoronazione 18 marzo 1929 e la titola Santa Maria Ausiliatrice, nel Noviziato della C. Gesù. Nessun riferimento in internet."
1185,1177,Spagna,Carrion de la Calatrava,Nostra Signora dell'Incarnazione,5-5-1929,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1186,1097,Italia,Empoli,Madonna del Pozzo,11-5-1929,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1187,840,Francia,Auch,Nostra Signora di Auch,21-5-1929,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1188,910,Italia,Napoli,Immacolata Concezione,13-6-1929,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 13 giugno 1919 e la colloca alle Rampe Brancaccio. Nessun riferimento in internet.
1189,1103,Italia,"San Miniato, frazione di Cigoli",Madonna Madre dei Bambini,13-7-1929,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1190,1015,Italia,Casnigo,Madonna del Monte Erbia,5-8-1929,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la titola anche Madonna delle Grazie.
1191,1209,Spagna,La Coruña,Vergine Addolorata,18-8-1929,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 13 agosto 1928.
1192,1119,Italia,Murano,Madonna delle Grazie,20-8-1929,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 20 agosto 1929. Nessun riferimento in internet.
1193,776,Colombia,Monguì,Nostra Signora di Monguì,8-9-1929,Capitolo,sì,1,place+title+year,nuestra-senora-de-mongui-mongui,Monguí,Nuestra Señora de Monguí,1929,AAS,yes,ERR - Frate Anselmo: data l'incoronazione 12 febbraio 1929 e la colloca a Tuja.
1194,1166,Spagna,San Vicente de la Barquera,Santa Maria della Barquera,8-9-1929,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 13 giugno 1929.
1195,1227,Ucraina,Zolkiew,Nostra Signora del Rosario,6-10-1929,Capitolo,sì,1,,,,,,,,Frate Anselmo: la colloca a Zòlkieviae nella Polonia e data l'incoronazione 18 agosto 1929.
1196,1176,Spagna,Almagro,Nostra Signora della Neve,20-10-1929,B.P.,sì,1,,,,,,,,Frate Anselmo: la titola: Santa Maria ad Nives. ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1197,1030,Italia,Como,Madonna Addolorata,#-10-1929,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 11 agosto 1929.
1198,1221,Spagna,Éibar,Nostra Signora di Arrate,3-11-1929,B.P.,sì,1,,,,,,,,"ERR - Frate Anselmo: data l'incoronazione 15 marzo 1929, la colloca ad Arrate e la titola: Immacolata Concezione."
1199,1161,Spagna,Siviglia,Santa Maria de la Antigua,24-11-1929,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 13 giugno 1927 e riporta tra parentesi: sol. 11-VIII-930 o 24-XI-929. ERR - Bonci: data l'incoronazione 11 agosto 1930.
1200,1082,Italia,Ascoli Satriano,Madonna della Misericordia,29-5-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 15 novembre 1929.
1201,806,Belgio,Liegi,Santa Maria d'Outremeuse,5-6-1930,#,no,#,,,,,,,,Frate Anselmo: la titola: Santa Maria d'Outremeuse e data l'incoronazione 5 giugno 1930. Nessun riferimento in internet.
1202,1158,Spagna,Jaén,Vergine della Cappella,11-6-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 13 gennaio 1930.
1203,1212,Spagna,Santa Cruz de La Palma,Santa Maria delle Nevi,22-6-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 15 giugno 1930 e la colloca a La Palma.
1204,865,Italia,Laurenzana,Madonna del Monte Carmelo,16-7-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1205,1072,Italia,Mompantero,Madonna del Rocciamelone,10-8-1930,Capitolo,sì,1,,,,,,,,"Frate Anselmo: la colloca a Susa, senza indicare la regione. ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione."
1206,1169,Spagna,Saldaña,Vergine della Valle,8-9-1930,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 24 maggio 1930 e la colloca a Valle de Saldana.
1207,778,Ecuador,El Cisne,Nostra Signora del Cigno,8-9-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1208,1152,Spagna,Baza,Nostra Signora della Misericordia,14-9-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1209,1213,Spagna,Madrid,Vergine di Atocha,24-9-1930,B.P.,sì,1,,,,,,,,"Frate Anselmo: la titola: Santa Maria de Atocha, dei PP. Predicatori"
1210,1122,Italia,Peschiera del Garda,Madonna del Frassino,24-9-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1211,1180,Spagna,Guadalajara,Vergine dell'Antigua,28-9-1930,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1212,1167,Spagna,"Leòn, località Valverde de la Virgen",Nostra Signora del Camino,19-10-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la titola Madonna Addolorata.
1213,1201,Spagna,Foyos,Santa Maria del Patrocinio,19-10-1930,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 18 ottobre 1930.
1214,1121,Italia,"Legnago, quartiere Porto di Legnago",Madonna della Salute,19-11-1930,Capitolo,sì,1,,,,,,,,Frate Anselmo: la colloca a Porto-Legnago. ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1215,1108,Italia,Assisi,Madonna del Pianto,21-12-1930,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 21 dicembre 1930. Nessun riferimento in internet.
1216,1220,Spagna,Orduña,Nostra Signora de la Antigua,15-2-1931,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 15 febbraio 1931. Nessun riferimento in internet.
1217,945,Italia,Faenza,Madonna delle Grazie,10-5-1931,B.P.,sì,1,place+title+year,madonna-delle-grazie-faenza,Faenza,Madonna delle Grazie,1931,AAS,yes,ERR - Frate Anselmo: non la cita.
1218,1093,Italia,Palermo,Immacolata Concezione,31-5-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1219,847,Francia,Marsiglia,Nostra Signora della Guardia,21-6-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
1220,1130,Polonia,Borek Wielkopolski,Nostra Signora della Consolazione,2-7-1931,Capitolo,sì,1,,,,,,,,Frate Anselmo: la colloca a Borek. ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1221,1095,Italia,Noto,Madonna della Scala,20-7-1931,#,no,#,place+title+year,madonna-della-scala-scala-paradisi-noto,Noto,Madonna della Scala (Scala Paradisi),1931,AAS,yes,Frate Anselmo: data l'incoronazione 20 luglio 1931. Nessun riferimento in internet.
1222,845,Francia,Mauges-sur-Loire,Nostra Signora du Marillais,8-9-1931,B.P.,sì,1,,,,,,,,"Frate Anselmo: la titola: Santa Maria de Mariolo, vulgo N. D. de Marillais o N. D. Augevine e la colloca a Le Marillais. ERR - Frate Anselmo: data l'incoronazione 15 maggio 1930."
1223,1039,Italia,Garlasco,Madonna della Bozzola,8-9-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1224,1192,Spagna,Ibi,Vergine degli Abbandonati,12-9-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 10 agosto 1931.
1225,1214,Spagna,Palma di Maiorca,Nostra Signora della Salute,13-9-1931,Capitolo,sì,1,place+title+year,mare-de-deu-de-la-salut-virgen-de-la-salud-palma,Palma de Mallorca,"Mare de Déu de la Salut, Virgen de la Salud",1931-09-13,LIT,yes,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca a Maiorca.
1226,947,Italia,Cormons,Madonna di Rosa Mistica,20-9-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1227,793,Austria,Vienna,Nostra Signora con la testa china,27-9-1931,Capitolo,sì,1,,,,,,,,"Frate Anselmo: la titola: Santa Maria ""Mater Gratiae "", dei Padri Carmelitani. ERR - Frate Anselmo: data l'incoronazione 14 maggio 1931 e la titola: Santa Maria ""Mater Gratiae"", dei Padri Carmelitani."
1228,1126,Malta,La Valletta,Nostra Signora Damascena,25-10-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: la colloca a Malta e scambia la data del decreto con la data di incoronazione.
1229,885,Italia,"Caposele, frazione di Materdomini",Santa Maria Mater Domini,#-#-1931,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 10 agosto 1931
1230,1521,Italia,Novara,Madonna di Caravaggio,22-5-1932,#,no,#,,,,,,,,Bonci: data l'incoronazione 22 maggio 1932.
1231,1347,Perù,Lima,Santa Maria del Rosario,31-5-1932,#,no,#,,,,,,,,"ERR - Bonci: data l'incoronazione 31 maggio 1932, fu incoronata nel 1927."
1232,1493,Italia,Genova,Nostra Signora Virgo Potens,19-6-1932,Capitolo,sì,1,,,,,,,,ERR - Bonci: non la cita.
1233,1498,Italia,Calizzano,Madonna delle Grazie,20-6-1932,#,no,#,,,,,,,,Bonci: data l'incoronazione 20 giugno 1932. ERR - Bonci: la colloca a Calizzano in provincia di Cuneo. Nessun riferimento in internet.
1234,1567,Italia,Bisacquino,Madonna del Balzo,20-6-1932,#,no,#,,,,,,,,Bonci: data l'incoronazione 20 giugno 1932. Nessun riferimento in internet.
1235,1597,Paesi Bassi,Nijmegen,Nostra Signora di Nijmegen,7-8-1932,B.P.,sì,1,,,,,,,,"ERR - Bonci: data l'incoronazione 21 giugno 1932, la titola: Beata Vergine Maria e la colloca a Neomagi. Nome della città in latino: Noviomagus e in italiano Nimega."
1236,1520,Italia,Ameno,Maria del Santissimo Rosario,4-9-1932,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 16 maggio 1932.
1237,1518,Italia,Agnone,Madonna della Libera,7-9-1932,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1238,1603,Polonia,Hyzne,Nostra Signora delle Grazie,8-9-1932,Capitolo,sì,1,,,,,,,,"ERR - Bonci: la colloca a HyYne, data l'incoronazione 16 marzo 1932 e la titola: Beata Vergine Maria con Bambino Gesù."
1239,1516,Italia,Montecosaro,Santissima Vergine Addolorata,15-9-1932,#,no,#,,,,,,,,Bonci: data l'incoronazione 15 settembre 1932. Nessun riferimento in internet.
1240,1513,Italia,"Osimo, frazione di Campocavallo",Beata Vergine Addolorata di Campocavallo,25-9-1932,#,no,#,,,,,,,,ERR - Bonci: non la cita.
1241,1474,Italia,Ferrara,Santa Maria delle Grazie,8-12-1932,#,no,#,,,,,,,,ERR - Bonci: data l'incoronazione 20 giugno 1932.
1242,1404,Francia,Angoulême,Nostra Signora di Obézine,11-12-1932,#,no,#,,,,,,,,ERR - Bonci: la colloca a Obezina; la titola: Beata Vergine di Obezina e data l'incoronazione 11 dicembre 1932. Nessun riferimento in internet.
1243,1522,Italia,Varallo,Beata Vergine Immacolata,25-4-1933,#,no,#,,,,,,,,Bonci: data l'incoronazione 25 aprile 1933. Nessun riferimento in internet.
1244,1379,Belgio,Malines,"Beata Vergine Maria ""Stella maris""",16-6-1933,#,no,#,,,,,,,,Bonci: data l'incoronazione 16 giugno 1933. Nessun riferimento in internet.
1245,1400,Francia,Verdun,Beta Vergine Maria,9-7-1933,#,no,#,,,,,,,,Bonci: data l'incoronazione 4 ottobre 1933 e la titola: Beata Vergine Maria.
1246,1454,Italia,Castellammare di Stabia,Madonna del Monte Carmelo,16-7-1933,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 14 settembre 1933.
1247,1417,Italia,Teramo,Madonna delle Grazie,1-10-1933,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1248,1236,Guatemala,Città del Guatemala,Nostra Signora del Rosario,28-1-1934,B.P.,sì,1,place+title+year,nuestra-senora-del-rosario-guatemala-city,Guatemala City,Nuestra Señora del Rosario,1934,AAS,yes,ERR - Bonci: non la cita.
1249,1390,Francia,"Valuéjols, villaggio di Lescure",Nostra Signora della Visitazione,14-7-1934,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1250,1398,Francia,Avioth,Nostra Signora di Avioth,15-7-1934,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1251,1408,Francia,Pontmain,Nostra Signora di Pontmain,24-7-1934,B.P.,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 16 luglio 1933 e la colloca a Pont Main.
1252,1393,Francia,Quintin,Nostra Signora della Liberazione,29-7-1934,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1253,1642,Spagna,Avila,Santa Maria de Sonsoles,15-8-1934,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1254,1700,Spagna,Felanitx,Madre de Dio del Santissimo Salvatore,8-9-1934,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 3 giugno 1934 e la colloca a Palma.
1255,1733,Svizzera,Einsiedeln,Nostra Signora degli Eremiti,14-9-1934,B.P.,sì,1,place+title,unsere-liebe-frau-von-einsiedeln-our-lady-of-the,Einsiedeln,Unsere Liebe Frau von Einsiedeln (Our Lady of the Hermits),,AAS,,ERR - Bonci: non la cita.
1256,1601,Polonia,Bochnia,Nostra Signora del Rosario,1-10-1934,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione e la titola: Beata Vergine Maria in Bochnia.
1257,1555,Italia,Vallelunga Pratameno,Madonna di Loreto,10-12-1934,#,no,#,,,,,,,,Bonci: data l'incoronazione 10 dicembre 1934. Nessun riferimento in internet.
1258,1420,Italia,Avigliano,Santa Maria del Carmine di Avigliano,26-5-1935,Capitolo,sì,1,,,,,,,,ERR - Bonci: non la cita.
1259,1546,Italia,Alghero,Maria Santissima di Valverde,26-5-1935,Capitolo,sì,1,place+title,madonna-di-valverde-alghero,Alghero,Madonna di Valverde,1948,AAS,no,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1260,1406,Francia,Brissac,Nostra Signora de Suc,10-6-1935,Capitolo,sì,1,,,,,,,,ERR - Bonci: non la cita.
1261,1457,Italia,Napoli,Cuore Sacratissimo di Maria,16-6-1935,#,no,#,,,,,,,,Bonci: data l'incoronazione 16 giugno 1935. Nessun riferimento in internet.
1262,1669,Spagna,Barcellona,Nostra Signora del Rosario di Pompei,16-6-1935,#,no,#,,,,,,,,Bonci: data l'incoronazione 16 giugno 1935. Nessun riferimento in internet.
1263,1589,Malta,Għarb,Beata Vergine di Ta' Pinu,20-6-1935,B.P.,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 6 ottobre 1933 e la colloca a Gozo (l'isola dove si trova la Madonna).
1264,1384,Croazia,Marija Bistrica,Nostra Signora di Bistrica,7-7-1935,Capitolo,sì,1,,,,,,,,ERR - Bonci: non la cita.
1265,1471,Italia,Sarno,Santa Maria della Foce,21-7-1935,#,no,#,,,,,,,,Bonci: data l'incoronazione 21 luglio 1935. ERR - Bonci: la colloca a Foce di Sarno. Nessun riferimento in internet.
1266,1463,Italia,Secondigliano,Maria Santissima Addolorata,4-8-1935,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1267,1472,Italia,Torraca,Madonna dei Cordici,8-9-1935,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1268,1403,Francia,La Chapelle-Montligeon,Nostra Signora di Montligeon,19-9-1935,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1269,1551,Italia,Montevago,Vergine Santissima delle Grazie,14-11-1935,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1270,1306,Argentina,Santa Fe,Nostra Signora dei Miracoli,9-5-1936,B.P,sì,1,,,,,,,,ERR - Bonci: non la cita.
1271,1378,Belgio,"Bruxelles, quartiere di Laeken",Nostra Signora di Laken,17-5-1936,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 15 luglio 1934.
1272,1231,Cuba,St. Jacobi de Cuba,Beata Vergine Maria della Carità,28-6-1936,#,no,#,,,,,,,,Bonci: data l'incoronazione 28 giugno 1936 e la colloca a St. Jacobi de Cuba. Nessun riferimento in internet.
1273,1456,Italia,Marigliano,Madonna della Speranza,5-7-1936,Capitolo,sì,1,,,,,,,,ERR - Bonci: non la cita.
1274,1475,Italia,Bagnacavallo,Madonna di Gerusalemme,15-8-1936,#,no,#,,,,,,,,Bonci: data l'incoronazione 15 dicembre 1936. Nessun riferimento in internet.
1275,1736,Ucraina,Leopoli,Santissima Vergine Maria delle Grazie,15-11-1936,#,no,#,,,,,,,,Bonci: data l'incoronazione 15 novembre 1936. Nessun riferimento in internet.
1276,1492,Italia,"Chiavari, località Bacezza",Santa Maria dell'Olivo,15-12-1936,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1277,1233,Cuba,El Cobre,Nostra Signora della Carità del Cobre,20-12-1936,B.P.,sì,1,place+title,virgen-de-la-caridad-del-cobre-el-cobre,El Cobre,Virgen de la Caridad del Cobre,1998,AAS,no,ERR - Bonci: non la cita.
1278,1585,Italia,Terni,Maria Santissima della Misericordia,1-5-1937,Capitolo,sì,1,place+title+year,madonna-della-misericordia-terni-interamna,Terni (Interamna),Madonna della Misericordia,1937,AAS,yes,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1279,1538,Italia,San Severo,Beata Vergine del Soccorso,8-5-1937,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 20 febbraio 1938.
1280,1731,Svizzera,Ginevra,Nostra Signora di Ginevra,23-5-1937,B.P.,sì,1,,,,,,,,ERR - Bonci: non la cita.
1281,1510,Italia,Monza,Beata Vergine delle Grazie,23-5-1937,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 14 marzo 1936.
1282,1395,Francia,La Guerche-de-Bretagne,Nostra Signora dell'Assunzione,17-6-1937,B.P.,sì,1,place+title+year,notre-dame-de-la-guerche-la-guerche-de-bretagne,La Guerche-de-Bretagne,Notre-Dame de la Guerche,1937,AAS,yes,"ERR - Bonci: scambia la data del decreto con la data di incoronazione, la colloca a Rennes (che è invece la diocesi) e la titola: Notre Dame de La Guerche."
1283,1391,Francia,Mièges,Beata Vergine di Miège,20-6-1937,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1284,1382,Belgio,Liegi,Nostra Signora di San Severino,18-7-1937,#,no,#,,,,,,,,"Bonci: data l'incoronazione 18 luglio 1937 e la titola: Notre Dame di S. Severino ""Mère de tous"". Nessun riferimento in internet."
1285,1452,Italia,Santa Maria Capua Vetere,Santa Maria Assunta in Cielo,14-8-1937,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1286,1602,Polonia,Odporyszow,Nostra Signora della Vittoria,15-8-1937,Capitolo,sì,1,,,,,,,,ERR - Bonci: data l'incoronazione 14 marzo 1937 e la titola: Beata Vergine Genitrici di Dio.
1287,1604,Polonia,Charlupia Minore,Beata Vergine Maria,8-9-1937,Capitolo,sì,1,,,,,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1288,1362,Filippine,Manila,Beata Vergine Maria di Guadalupe,25-5-1938,#,no,#,,,,,,,,"Bonci: data l'incoronazione 25 maggio 1938, la colloca a Manila e la titola: Beata Vergine Maria di Guadalupe. Nessun riferimento in internet."
1289,1307,Bolivia,Sucre,Nostra Signora di Guadalupe,25-5-1938,#,no,#,,,,,,,,ERR - Bonci: data l'incoronazione 25 maggio 1938 e la colloca a Sucre de Plata.
