row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,taken,why_not,image_id,image_locality,image_title,image_dates,other_sources,date_agrees,rome_alignment,annotazioni
344,444,Italia,Cesena,Santa Maria del Monte o di S. Mauro,1-5-1814,Papa Pio VII,sì,1,yes,,santa-maria-del-monte-o-di-s-mauro-cesena,Cesena,Santa Maria del Monte o di S. Mauro,1814-05-01,,,,
345,567,Italia,Ancona,Santa Maria Regina di tutti i Santi,13-5-1814,Papa Pio VII,sì,1,yes,,imago-deiparae-sub-titulo-reginae-omnium-sanctor,Ancona,Imago Deiparae sub titulo Reginae omnium Sanctorum,1814-05-13,AAS; ASS,,,
346,586,Italia,Treia,Madonna della Misericordia,17-5-1814,Pio VII,sì,1,yes,,madonna-della-misericordia-treia,Treia,Madonna della Misericordia,1814-05-17,,,,ERR - Frate Anselmo: non la cita.
347,580,Italia,Montegiorgio,Madonna Addolorata,17-5-1814,Pio VII,sì,1,yes,,madonna-addolorata-montegiorgio,Montegiorgio,Madonna Addolorata,1814-05-17,,,,ERR - Frate Anselmo: non la cita.
348,577,Italia,"Caldarola, frazione di Pievefavera",Madonna della Pietà,17-5-1814,Pio VII,sì,1,yes,,madonna-della-pieta-caldarola-frazione-di-pievef,"Caldarola, frazione di Pievefavera",Madonna della Pietà,1814-05-17,,,,ERR - Frate Anselmo: non la cita.
349,584,Italia,Tolentino,Madonna della Tempesta,17-5-1814,Papa Pio VII,sì,1,yes,,madonna-della-tempesta-santa-maria-della-tempest,Tolentino,Madonna della Tempesta (Santa Maria della Tempesta),1814-05-17,,,,ERR - Frate Anselmo: non la cita.
350,585,Italia,Tolentino,Madonna della Tempesta,17-5-1814,Papa Pio VII,sì,1,yes,,madonna-della-tempesta-santa-maria-della-tempest,Tolentino,Madonna della Tempesta (Santa Maria della Tempesta),1814-05-17,,,,
351,576,Italia,Caldarola,Madonna del Monte,17-5-1814,Pio VII,sì,1,yes,,madonna-del-monte-caldarola,Caldarola,Madonna del Monte,1814-05-17,,,,ERR - Frate Anselmo: non la cita.
352,659,Italia,Arezzo,Madonna del Conforto,15-8-1814,Capitolo,sì,1,yes,,madonna-del-conforto-arezzo,Arezzo,Madonna del Conforto,1814-08-15,,,,
353,550,Italia,Savona,Santa Maria della Misericordia,10-5-1815,Papa Pio VII,sì,1,yes,,nostra-signora-della-misericordia-savona,Savona,Nostra Signora della Misericordia,1770; 1815-05-10; 1915-04-19,AAS; Briccolani,yes,,ERR - Briccolani: data l'incoronazione 1770. ERR - Frate Anselmo: data l'incoronazione 16 novembre 1770 e la numera come seconda incoronazione.
354,435,Italia,Imola,Santa Maria delle Grazie,15-8-1815,Capitolo,sì,1,yes,,santa-maria-delle-grazie-imola,Imola,Santa Maria delle Grazie,1815-08-15,,,,
355,253,Belgio,Arlon,Santa Maria Regina della Pace,14-9-1815,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data la coronazione 14 settembre 1815. Nessun riferimento in internet.
356,578,Italia,Mogliano,Santa Maria del Soccorso,12-11-1815,Papa Pio VII,sì,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,"A Mogliano, questa Madonna, oggi non esiste."
357,462,Italia,Arpino,Santa Maria Assunta,15-8-1816,Capitolo,sì,1,yes,,santa-maria-assunta-arpino,Arpino,Santa Maria Assunta,1816-08-15; 1920-08-15,,,,Frate Anselmo: la cita in appendice.
358,258,Francia,Dunkerque,Nostra Signora delle Dune,8-9-1816,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 8 settembre 1816 con Breve Papale. Nessun riferimento in internet.
359,494,Italia,Roma,Santa Maria Addolorata,19-10-1816,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 19 ottobre 1816. Nessun riferimento in internet.
360,583,Italia,Sarnano,Santa Maria Consolatrice degli Afflitti,26-12-1816,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 26 dicembre 1816. Nessun riferimento in internet.
361,357,Italia,Scigliano,Santa Maria di Monserrato,12-7-1818,B.P.,sì,1,yes,,santa-maria-di-monserrato-scigliano,Scigliano,Santa Maria di Monserrato,1818-07-12,,,,
362,517,Italia,Camogli,Santa Maria del Boschetto,30-8-1818,B.P.,sì,1,yes,,santa-maria-del-boschetto-camogli,Camogli,Santa Maria del Boschetto,1818-08-30,,,,ERR - Frate Anselmo: data l'incoronazione 12 agosto 1817.
363,476,Italia,"Ariccia, frazione di Galloro",Madonna di Galloro,20-10-1818,Papa Pio VII,sì,2,yes,,santa-maria-di-galloro-galloro-ariccia,Galloro (Ariccia),Santa Maria di Galloro,1726-06-10; 1818-10-20,Briccolani,no,,ERR - Frate Anselmo: data l'incoronazione 23 dicembre 1816.
364,644,Italia,Piazza Armerina,Maria Santissima delle Vittorie,#-#-1818,Capitolo,sì,1,yes,,maria-santissima-delle-vittorie-piazza-armerina,Piazza Armerina,Maria Santissima delle Vittorie,1818,,,,ERR - Frate Anselmo: non la cita.
365,674,Italia,Buti,Madonna del Rosario,#-#-1819,Capitolo,sì,1,yes,,madonna-del-rosario-madonna-del-monte-buti,Buti,Madonna del Rosario (Madonna del Monte),1819,,,,ERR - Frate Anselmo: non la cita.
366,594,Italia,"Biella, frazione di Oropa",Santa Maria di Oropa,27-8-1820,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data l'incoronazione 31 dicembre 1820.
367,542,Italia,San Bartolomeo al Mare,Santa Maria della Rovere,8-9-1821,Capitolo,sì,1,yes,,madonna-della-rovere-san-bartolomeo-al-mare,San Bartolomeo al Mare,Madonna della Rovere,1821-09-08,Zander/Magister,yes,,ERR - Frate Anselmo: la colloca a Cervo.
368,465,Italia,Villa Santo Stefano,Santa Maria dello Spirito Santo,9-9-1821,Capitolo,sì,1,yes,,santa-maria-dello-spirito-santo-madonna-dello-sp,Villa Santo Stefano,Santa Maria dello Spirito Santo (Madonna dello Spirito Santo),1821-09-09,,,,ERR - Frate Anselmo: non la cita.
369,520,Italia,Ceranesi,Santa Maria della Guardia,26-7-1822,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,"Frate Anselmo: data l'incoronazione 26 luglio 1822, con Breve Papale. Fu un rito locale."
370,531,Italia,Montoggio,Santa Maria delle Tre Fontane,8-9-1822,Capitolo,sì,1,yes,,santa-maria-delle-tre-fontane-montoggio,Montoggio,Santa Maria delle Tre Fontane,1822-09-08,,,,Frate Anselmo: la colloca nel comune di Montobbio. ERR - Frate Anselmo: data l'incoronazione 1 settembre 1822.
371,591,Italia,Molare,"Santa Maria ""Auxilium Christianorum""",10-8-1823,Capitolo,sì,1,yes,,santa-maria-auxilium-christianorum-madonna-delle,Molare,"Santa Maria ""Auxilium Christianorum"" (Madonna delle Rocche)",1823-08-10,,,,
372,623,Italia,Re,Santa Maria del Sangue,5-8-1824,Capitolo,sì,1,yes,,santa-maria-del-sangue-madonna-del-sangue-re,Re,Santa Maria del Sangue (Madonna del Sangue),1824-08-05,,,,ERR - Frate Anselmo: la colloca a Re in Val Vegezzo.
373,533,Italia,Recco,Santa Maria del Suffragio,8-9-1824,Capitolo,sì,1,yes,,santa-maria-del-suffragio-suffragina-recco,Recco,Santa Maria del Suffragio (Suffragina),1824-09-08,,,,ERR - Frate Anselmo: data l'incoronazione 26 dicembre 1823.
374,363,Italia,Castelfranci,Santa Maria del Soccorso,27-8-1826,Capitolo,sì,1,yes,,santa-maria-del-soccorso-castelfranci,Castelfranci,Santa Maria del Soccorso,1826-08-27,,,,Bolla Papale datata 7 agosto 1826.
375,388,Italia,Napoli,Immacolata Concezione,30-12-1826,Capitolo,sì,1,yes,,immacolata-immacolata-di-placido-baccher-naples,Naples,Immacolata (Immacolata di Placido Baccher),1826-12-30,AAS,yes,,
376,477,Italia,Artena,Madonna delle Grazie,17-5-1828,Capitolo,sì,1,yes,,madonna-delle-grazie-artena,Artena,Madonna delle Grazie,1828-05-17,,,,ERR - Frate Anselmo: non la cita.
377,618,Italia,Torino,Madonna della Consolata,20-6-1829,Capitolo,sì,1,yes,,madonna-della-consolata-torino,Torino,Madonna della Consolata,1829-06-20; 1904-06-18,,,,
378,474,Italia,Albano Laziale,Santa Maria della Rotonda,22-8-1829,Capitolo,sì,2,yes,,santa-maria-della-rotonda-d-albano-albano,Albano,Santa Maria della Rotonda d'Albano,1729-08-22; 1829-08-22; 1905-05-14,Briccolani,no,,ERR - Frate Anselmo: data l'incoronazione 23 dicembre 1829.
379,662,Italia,Fucecchio,Santa Maria delle Vedute,20-5-1830,Capitolo,sì,1,yes,,santa-maria-delle-vedute-madonna-delle-vedute-fu,Fucecchio,Santa Maria delle Vedute (Madonna delle Vedute),1830-05-20,,,,ERR - Frate Anselmo: data l'incoronazione 20 maggio 1800.
380,362,Italia,Castel Baronia,Santa Maria delle Fratte,15-8-1832,Capitolo,sì,1,yes,,santa-maria-delle-fratte-castel-baronia,Castel Baronia,Santa Maria delle Fratte,1832-08-15,,,,Frate Anselmo: data l'incoronazione 15 agosto 1832.
381,341,Italia,Lanciano,Santa Maria del Ponte,15-9-1833,Capitolo,sì,1,yes,,madonna-del-ponte-lanciano,Lanciano,Madonna del Ponte,1833-09-15,AAS,yes,,
382,356,Italia,Cosenza,Santa Maria del Pilerio,12-6-1836,Capitolo,sì,1,yes,,santa-maria-del-pilerio-madonna-del-pilerio-cose,Cosenza,Santa Maria del Pilerio (Madonna del Pilerio),1836-06-12; 1922-11-12,,,,
383,612,Italia,Cuorgné,Santa Maria delle Grazie,31-7-1836,Capitolo,sì,1,yes,,santa-maria-delle-grazie-madonna-della-rivassola,Cuorgné,Santa Maria delle Grazie (Madonna della Rivassola),1836-07-31,,,,
384,679,Italia,Prato,Santa Maria delle Carceri,14-8-1836,Capitolo,sì,1,yes,,santa-maria-delle-carceri-prato,Prato,Santa Maria delle Carceri,1836-08-14,,,,ERR - Frate Anselmo: data l'incoronazione 16 agosto 1836.
385,497,Italia,Roma,Santa Maria di Loreto,9-12-1836,Capitolo,sì,2,yes,,santa-maria-di-loreto-in-s-salvator-in-lauro-rom,"Rome, San Salvatore in Lauro",Santa Maria di Loreto in S. Salvator in Lauro,1644-12-12; 1836-12-09,Bombelli; Briccolani,no,PICK,
386,563,Italia,Crema,Santa Maria della Croce,4-9-1837,Capitolo,sì,1,yes,,santa-maria-della-croce-crema,Crema,Santa Maria della Croce,1837-09-04,,,,ERR - Frate Anselmo: data l'incoronazione 18 settembre 1837.
387,489,Italia,Roma,"Santa Maria ""Salus Populi Romani""",15-8-1838,Papa Gregorio XVI,sì,1,yes,,salus-populi-romani-rome-ceremony-in-the-vatican,Rome (ceremony in the Vatican Basilica),Salus Populi Romani,1597; 1838-08-15; 1954-11-01,AAS; Balzamo,no,PICK,
388,342,Italia,Avezzano,Madonna di Pietraquaria,16-9-1838,Capitolo,sì,1,yes,,madonna-di-pietraquaria-avezzano,Avezzano,Madonna di Pietraquaria,1838-09-16,,,,ERR - Frate Anselmo: non la cita.
389,470,Italia,"Fara in Sabina, frazione di Farfa",Santa Maria Assunta,10-4-1840,Capitolo,sì,1,yes,,santa-maria-assunta-madonna-di-farfa-fara-in-sab,"Fara in Sabina, frazione di Farfa",Santa Maria Assunta (Madonna di Farfa),1840-04-10,,,,ERR - Frate Anselmo: data l'incoronazione 20 dicembre 1840.
390,389,Italia,Napoli,Immacolata Concezione,2-2-1841,Capitolo,sì,1,yes,,immacolata-concezione-napoli,Napoli,Immacolata Concezione,1841-02-02,,,,
391,403,Italia,Napoli,Santa Maria del Brasile,14-11-1841,Capitolo,sì,1,yes,,santa-maria-del-brasile-madonna-del-brasile-verg,Napoli,Santa Maria del Brasile (Madonna del Brasile-Vergine dei Sacri Cuori),1841-11-14,,,,
392,229,Canada,Varennes,Sant'Anna di Varennes,26-7-1842,B.P.,sì,1,yes,,sant-anna-di-varennes-varennes,Varennes,Sant'Anna di Varennes,1842-07-26,,,,ERR - Frate Anselmo: non la cita.
393,579,Italia,Mogliano,Santa Maria Addolorata,16-9-1842,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 16 settembre 1842 con Breve Papale. Nessun riferimento in internet.
394,241,Belgio,Bruxelles,Nostra Signora della Misericordia,25-5-1843,Capitolo,sì,1,yes,,nostra-signora-della-misericordia-notre-dame-de,Bruxelles,Nostra Signora della Misericordia (Notre-Dame de Miséricorde),1843-05-25,,,,Frate Anselmo la vuole coronata per Breve Papale.
395,589,Italia,Alessandria,Santa Maria della Salve,28-5-1843,Capitolo,sì,1,yes,,madonna-della-salve-alessandria,Alessandria,Madonna della Salve,1843-05-28,Zander/Magister,yes,,ERR - Frate Anselmo: data l'incoronazione 8 maggio 1842.
396,348,Italia,Matera,Santa Maria della Bruna,2-7-1843,Capitolo,sì,1,yes,,madonna-della-bruna-matera,Matera,Madonna della Bruna,1843-07-02,AAS,yes,,
397,575,Italia,Fermo,Santa Maria del Pianto,8-9-1843,Capitolo,sì,1,yes,,santa-maria-del-pianto-fermo,Fermo,Santa Maria del Pianto,1843-09-08,,,,ERR - Frate Anselmo: data l'incoronazione 10 settembre 1843.
398,523,Italia,"Chiavari, località Bacezza",Santa Maria dell'Olivo,15-8-1845,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 15 agosto 1845. Nessun riferimento in internet.
399,539,Italia,Castellaro,Santa Maria di Lampedusa,8-9-1845,Capitolo,sì,1,yes,,santa-maria-di-lampedusa-castellaro,Castellaro,Santa Maria di Lampedusa,1845-09-08,,,,
400,512,Italia,Castel Sant'Elia,"Santa Maria ""ad Rupes""",17-5-1846,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,"ERR - Frate Anselmo: data l'incoronazione 17 maggio 1846, ma è un errore visto che poi riporta una successiva incoronazione il 17 maggio 1896."
401,540,Italia,Chiusavecchia,Santa Maria dell'Oliveto,8-9-1846,#,sì,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 8 settembre 1846.
402,384,Italia,Meta,Santa Maria del Lauro,2-6-1847,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data la incoronazzione 2 giugno 1847. Da notare che rispetto alla prima incoronazione (2-6-1748) i numeri dell’anno sono scambiati. Nessun riferimento in internet.
403,677,Italia,Pisa,Madonna di Sotto gli Organi,15-8-1847,Capitolo,sì,1,yes,,madonna-di-sotto-gli-organi-pisa,Pisa,Madonna di Sotto gli Organi,1847-08-15,,,,ERR - Frate Anselmo: non la cita.
404,402,Italia,Napoli,Santa Maria dei Sette Dolori,3-2-1850,Papa Pio IX,sì,1,yes,,santa-maria-dei-sette-dolori-napoli,Napoli,Santa Maria dei Sette Dolori,1850-02-03,,,,ERR - Frate Anselmo: madonna incoronata da papa Pio XI.
405,455,Italia,Rimini,Santa Maria della Misericordia,15-8-1850,B.P.,sì,1,yes,,santa-maria-della-misericordia-rimini,Rimini,Santa Maria della Misericordia,1850-08-15,,,,Frate Anselmo: la vuole incoronata per Breve Papale.
406,595,Italia,"Farigliano, frazione di Mellea",Santa Maria delle Grazie,1-9-1850,Capitolo,sì,1,yes,,santa-maria-delle-grazie-farigliano-frazione-di,"Farigliano, frazione di Mellea",Santa Maria delle Grazie,1850-09-01,,,,
407,487,Italia,Roma,Santa Maria del Parto,2-7-1851,Capitolo,sì,1,yes,,santa-maria-del-parto-madonna-di-sant-agostino-r,"Rome, Sant'Agostino (Madonna del Parto)",Santa Maria del Parto (Madonna di Sant'Agostino),1851-07-02,,,PICK,
408,506,Italia,Tivoli,Madonna delle Grazie,17-8-1851,Capitolo,sì,1,yes,,madonna-delle-grazie-tivoli,Tivoli,Madonna delle Grazie,1851-08-17,,,,ERR - Frate Anselmo: la titola Santa Maria Maggiore.
409,473,Italia,Toffia,Madonna della Speranza,8-9-1851,Capitolo,sì,1,yes,,madonna-della-speranza-toffia,Toffia,Madonna della Speranza,1851-09-08,,,,ERR - Frate Anselmo: non la cita.
410,630,Italia,Capurso,Santa Maria del Pozzo,20-5-1852,Capitolo,sì,1,yes,,madonna-del-pozzo-capurso,Capurso,Madonna del Pozzo,1852-05-20,Zander/Magister,yes,,
411,610,Italia,Avigliana,Madonna dei Laghi,22-8-1852,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: ritiene che è stata incoronata per la terza volta. Nessun riferimento in internet.
412,661,Italia,Firenze,Santissima Annunziata,8-9-1852,Capitolo,sì,1,yes,,madonna-annunziata-madonna-dei-ricci-firenze,Firenze,Madonna Annunziata (Madonna dei Ricci),1852-09-08; 1926-05-02,,,,
413,299,Francia,Parigi,Nostra Signora delle Vittorie,9-7-1853,Papa Pio IX,sì,1,yes,,nostra-signora-delle-vittorie-parigi,Parigi,Nostra Signora delle Vittorie,1853-07-09,,,,"Frate Anselmo: la titola Cuore di Maria, antico titolo della chiesa. ERR - Frate Anselmo: data l'incoronazione 4 luglio 1853."
414,321,Francia,Rocamadour,Nostra Signora di Rocamadour,8-9-1853,B.P.,sì,1,yes,,nostra-signora-di-rocamadour-rocamadour,Rocamadour,Nostra Signora di Rocamadour,1853-09-08,,,,ERR - Frate Anselmo: non la cita.
415,409,Italia,"Napoli, zona di Caponapoli",Santa Maria delle Grazie,21-11-1853,Capitolo,sì,1,yes,,santa-maria-delle-grazie-alla-pietra-del-pesce-i,Napoli (Pietra del Pesce),Santa Maria delle Grazie alla Pietra del Pesce in Napoli,1726-05-12; 1786-07-02; 1802-09-26; 1853-11-21,Balzamo; Briccolani,no,,
416,485,Italia,Roma,Immacolata Concezione,8-12-1854,Capitolo,sì,2,yes,,santa-maria-della-concezione-in-s-lorenzo-e-dama,"Rome, San Lorenzo in Damaso","Santa Maria della Concezione in S. Lorenzo, e Damaso",1635-08-22; 1854-12-08,Bombelli; Briccolani,no,PICK,ERR - Frate Anselmo: data l'incoronazione 15 dicembre 1854.
417,256,Città del Vaticano,Città del Vaticano,Immacolata Concezione,8-12-1854,Papa Pio IX,sì,2,yes,,madonna-immacolata-rome-vatican-basilica-cappell,"Rome, Vatican Basilica (Cappella del Coro)",Madonna Immacolata,1854-12-08; 1904-12-08,Zander/Magister,yes,AUTO,
418,337,Francia,Mauriac,Nostra Signora dei Miracoli,13-5-1855,B.P.,sì,1,yes,,notre-dame-des-miracles-mauriac,Mauriac,Notre-Dame des Miracles,1855-05-13,AAS,yes,,ERR - Frate Anselmo: non la cita.
419,334,Francia,Saint-Étienne-le-Laus,Nostra Signora di Laus,23-5-1855,B.P.,sì,1,yes,,nostra-signora-di-laus-saint-etienne-le-laus,Saint-Étienne-le-Laus,Nostra Signora di Laus,1855-05-23,,,,ERR - Frate Anselmo: la colloca a GAP.
420,289,Francia,Chartres,Nostra Signora del Pillar,31-5-1855,B.P.,sì,1,yes,,nostra-signora-del-pillar-chartres,Chartres,Nostra Signora del Pillar,1855-05-31,,,,"ERR - Frate Anselmo: scambia la data del decreto con quella dell'incoronazione e la titola Santa Maria ""Virgo Paritura"" o della Breccia."
421,508,Italia,Tivoli,Santa Maria di Quintiliolo,10-6-1855,Capitolo,sì,2,yes,,santa-maria-di-quintiliolo-tivoli,Tivoli,Santa Maria di Quintiliolo,1755-06-08; 1855-06-10,,,,ERR - Frate Anselmo: non la cita.
422,329,Francia,Torce en Vallée,Nostra Signora di Torcé,2-7-1855,B.P.,sì,1,yes,,nostra-signora-di-torce-torce-en-vallee,Torce en Vallée,Nostra Signora di Torcé,1855-07-02,,,,"ERR - Frate Anselmo: la colloca a Le Mans, che in realtà è la diocesi."
423,687,Italia,Perugia,Santa Maria delle Grazie,8-9-1855,Capitolo,sì,1,yes,,santa-maria-delle-grazie-madonna-delle-grazie-pe,Perugia,Santa Maria delle Grazie (Madonna delle Grazie),1855-09-08; 1898-09-04,,,,
424,269,Francia,Marsanne,Nostra Signora del Buon Soccorso di Fresneau,8-9-1855,B.P.,sì,1,yes,,nostra-signora-del-buon-soccorso-di-fresneau-mar,Marsanne,Nostra Signora del Buon Soccorso di Fresneau,1855-09-08,,,,ERR - Frate Anselmo: non la cita.
425,318,Francia,Rodez,Immacolata Concezione,19-12-1855,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data la coronazione 19 dicembre 1855 con Breve Papale. Nessun riferimento in internet.
426,543,Italia,Taggia,Cuore Immacolato di Maria,1-6-1856,B.P.,sì,1,yes,,sacrum-cor-immaculatum-beatae-mariae-virginis-ta,Taggia,Sacrum Cor Immaculatum Beatae Mariae Virginis,1856-06-01,AAS,yes,,
427,271,Francia,Puy en Velay,Nostra Signora di Puy,8-6-1856,B.P.,sì,1,yes,,nostra-signora-di-puy-puy-en-velay,Puy en Velay,Nostra Signora di Puy,1856-06-08,,,,ERR -Frate Anselmo: la titola Santa Maria di Mont Anis.
428,312,Francia,Verdelais,Nostra Signora Consolatrice degli Afflitti,2-7-1856,B.P.,sì,1,yes,,notre-dame-de-verdelais-verdelais,Verdelais,Notre-Dame de Verdelais,1856-07-02,AAS,yes,,ERR - Frate Anselmo. non la cita.
429,451,Italia,Lugo,Madonna del Molino,8-9-1856,Pio IX,sì,1,yes,,madonna-del-molino-lugo,Lugo,Madonna del Molino,1856-09-08,AAS,yes,,ERR - Frate Anselmo: non la cita.
430,333,Francia,Manosque,Santa Maria di Romigier,14-9-1856,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 14 settembre 1856 con Breve Papale. Nessun riferimento in internet.
431,627,Italia,Andria,Santa Maria dei Miracoli,26-4-1857,Capitolo,sì,1,yes,,santa-maria-dei-miracoli-andria,Andria,Santa Maria dei Miracoli,1857-04-26,,,,ERR - Frate Anselmo: data l'incoronazione 3 maggio 1857.
432,701,Italia,Verona,Madonna della Salute,6-5-1857,Capitolo,sì,1,yes,,madonna-della-salute-verona,Verona,Madonna della Salute,1857-05-06,,,,ERR - Frate Anselmo: non la cita.
433,433,Italia,Bologna,Madonna di San Luca,10-6-1857,Papa Pio IX,sì,1,yes,,madonna-di-san-luca-bologna,Bologna,Madonna di San Luca,1857-06-10,,,,
434,257,Francia,Liesse-Notre Dame,Nostra Signora di Liesse o dell'Allegrezza,18-8-1857,B.P.,sì,1,yes,,nostra-signora-di-liesse-o-dell-allegrezza-madon,Liesse-Notre Dame,Nostra Signora di Liesse o dell'Allegrezza (Madonna Nera),1857-08-18,,,,ERR - Frate Anselmo: la colloca a Soissons.
435,607,Italia,Varallo,Santa Maria del Sacro Monte,20-8-1857,Capitolo,sì,1,yes,,vergine-del-sacro-monte-varallo-sacro-monte,Varallo (Sacro Monte),Vergine del Sacro Monte,1857-08-20; 1862-08-17,Zander/Magister,yes,,
436,280,Francia,Guingamp,Nostra Signora del Buon Soccorso,8-9-1857,Capitolo,sì,1,yes,,nostra-signora-del-buon-soccorso-guingamp,Guingamp,Nostra Signora del Buon Soccorso,1857-09-08,,,,ERR - Frate Anselmo: data l'incoronazione 3 settembre 1857.
437,331,Francia,Aix en Provence,Nostra Signora della Sede,8-12-1857,B.P.,sì,1,yes,,nostra-signora-della-sede-aix-en-provence,Aix en Provence,Nostra Signora della Sede,1857-12-08,,,,ERR - Frate Anselmo: la titola Santa Maria della Sede o della Speranza.
438,301,Francia,Parigi,Nostra Signora della Santa Speranza,5-4-1858,B.P.,sì,1,yes,,nostra-signora-della-santa-speranza-nostra-signo,Parigi,Nostra Signora della Santa Speranza (Nostra Signora di Sainte Espérance),1858-04-05,,,,ERR - Frate Anselmo: non la cita.
439,285,Francia,Le Faou,Nostra Signora di Rumengol,30-5-1858,B.P.,sì,1,yes,,nostra-signora-di-rumengol-le-faou,Le Faou,Nostra Signora di Rumengol,1858-05-30,,,,ERR - Frate Anselmo. non la cita.
440,551,Italia,"Albino, frazione di Desenzano al Serio",Santa Maria del Miracolo della Gamba,10-10-1858,Capitolo,sì,1,yes,,santa-maria-del-miracolo-della-gamba-albino-fraz,"Albino, frazione di Desenzano al Serio",Santa Maria del Miracolo della Gamba,1858-10-10,,,,
441,690,Italia,"Amelia, frazione di Foce",Santa Maria delle Grazie,13-6-1859,Capitolo,sì,1,yes,,santa-maria-delle-grazie-madonna-delle-grazie-am,"Amelia, frazione di Foce",Santa Maria delle Grazie (Madonna delle Grazie),1859-06-13,,,,ERR - Frate Anselmo: data l'incoronazione 13 giugno 1858.
442,603,Italia,"Ameno, frazione di Vacciago",Madonna della Bocciola,8-9-1859,Capitolo,sì,1,yes,,madonna-della-bocciola-ameno-frazione-di-vacciag,"Ameno, frazione di Vacciago",Madonna della Bocciola,1859-09-08,,,,ERR - Frate Anselmo: non la cita
443,294,Francia,Haguenau,Nostra Signora di Marienthal,19-9-1859,B.P.,sì,1,yes,,nostra-signora-di-marienthal-nostra-signora-dell,Haguenau,Nostra Signora di Marienthal (Nostra Signora della Pietà),1859-09-19,,,,ERR - Frate Anselmo. non la cita.
444,695,Italia,Chioggia,Madonna della Navicella,25-9-1859,B.P.,sì,1,yes,,madonna-della-navicella-chioggia,Chioggia,Madonna della Navicella,1859-09-25,,,,ERR - Frate Anselmo: non la cita.
445,328,Francia,LavaI,Nostra Signora d'Avesnieres,8-5-1860,B.P.,sì,1,yes,,nostra-signora-d-avesnieres-lavai,LavaI,Nostra Signora d'Avesnieres,1860-05-08,,,,"ERR - Frate Anselmo: data l'incoronazione 5 settembre 1860 e la cita a Laval nell'elenco per data, ma non la cita per quello per località."
446,246,Belgio,Gent,Nostra Signora delle Fiandre,9-5-1860,B.P.,sì,1,yes,,nostra-signora-delle-fiandre-madonna-di-vlaander,Gent,Nostra Signora delle Fiandre (Madonna di Vlaanderen),1860-05-09,,,,ERR - Frate Anselmo: non la cita.
447,293,Francia,Blois,Nostra Signora degli Aiuti,20-5-1860,B.P.,sì,1,yes,,nostra-signora-degli-aiuti-blois,Blois,Nostra Signora degli Aiuti,1860-05-20,,,,
448,273,Francia,Valfleury,Nostra Signora di Valfleury,31-5-1860,B.P.,sì,1,yes,,nostra-signora-di-valfleury-valfleury,Valfleury,Nostra Signora di Valfleury,1860-05-31,,,,ERR - Frate Anselmo: non la cita.
449,621,Italia,"Crodo, frazione di Mozzio",Santa Maria della Vita,9-9-1860,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 9 settembre 1860 con un Breve Papale. Nessun riferimento in internet.
450,652,Italia,Partinico,Madonna del Ponte,15-8-1861,Capitolo,sì,1,yes,,madonna-del-ponte-partinico,Partinico,Madonna del Ponte,1861-08-15,,,,ERR - Frate Anselmo: non la cita.
451,267,Francia,Aurillac,Nostra Signora del Sacro Cuore,15-6-1862,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data l'incoronazione 15 giugno 1862. Si veda quanto riportato nel campo Note.
452,608,Italia,Varallo,Santa Maria del Sacro Monte,17-8-1862,Capitolo,sì,2,yes,,vergine-del-sacro-monte-varallo-sacro-monte,Varallo (Sacro Monte),Vergine del Sacro Monte,1857-08-20; 1862-08-17,Zander/Magister,yes,,
453,671,Italia,Lucca,Madonna della Rosa,18-9-1862,Capitolo,sì,1,yes,,madonna-della-rosa-lucca,Lucca,Madonna della Rosa,1862-09-18,,,,Frate Anselmo: non la cita.
454,495,Italia,Roma,Mater Divinae Gratiae,7-6-1863,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 7 giugno 1863. Nessun riferimento in internet.
