row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,taken,why_not,image_id,image_locality,image_title,image_dates,other_sources,date_agrees,rome_alignment,annotazioni
909,1064,Italia,Masserano,Madonna degli Infermi,#-9-1911,Capitolo,sì,1,yes,,madonna-degli-infermi-madonna-nera-masserano,Masserano,Madonna degli Infermi (Madonna Nera),1911-09,,,,Frate Anselmo: la titola anche: detta di S. Teonesto. ERR - Frate Anselmo: data l'incoronazione 8 gennaio 1911.
910,915,Italia,"Napoli, zona Pizzofalcone",Madonna del Buon Consiglio,6-1-1912,Capitolo,sì,1,yes,,madonna-del-buon-consiglio-napoli-zona-pizzofalc,"Napoli, zona Pizzofalcone",Madonna del Buon Consiglio,1912-01-06; 1939-01-15,,,,Frate Anselmo: la colloca nella Chiesa di San Marco di Palazzo in Santa Maria degli Angeli. ERR - Frate Anselmo: data l'incoronazione 26 settembre 1912.
911,926,Italia,Capaccio Paestum,Madonna del Granato,2-5-1912,Capitolo,sì,1,yes,,madonna-del-granato-madonna-con-la-melagrana-cap,Capaccio Paestum,Madonna del Granato (Madonna con la Melagrana),1912-05-02,,,,Frate Anselmo: la colloca sul monte Calpazio. ERR - Frate Anselmo: data l'incoronazione 12 gennaio 1911.
912,817,Francia,Laurie,Nostra Signora di Laurie,27-5-1912,Capitolo,sì,1,yes,,nostra-signora-di-laurie-notre-dame-de-laurie-la,Laurie,Nostra Signora di Laurie (Notre Dame de Laurie),1912-05-27,,,,ERR - Frate Anselmo: data l'incoronazione 22 gennaio 1905.
913,921,Italia,San Paolo Belsito,Madonna Addolorata,6-6-1912,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 6 giugno 1912. Nessun riferimento in internet.
914,822,Francia,Velars-sur-Ouche,Nostra Signora dello Stagno,4-7-1912,Capitolo,sì,1,yes,,nostra-signora-dello-stagno-velars-sur-ouche,Velars-sur-Ouche,Nostra Signora dello Stagno,1912-07-04,,,,ERR - Frate Anselmo: non la cita.
915,836,Francia,Lestelle-Bétharram,Nostra Signora di Betharram,28-7-1912,Papa Pio X,sì,1,yes,,notre-dame-du-beau-rameau-betharram,Bétharram,Notre-Dame du Beau Rameau,1912-07-28,AAS,yes,,ERR - Frate Anselmo: data l'incoronazione 9 maggio 1909 e la titola Santa Maria du Calvaire.
916,801,Belgio,Melsele,Nostra Signora di Gaverland,4-8-1912,Capitolo,sì,1,yes,,nostra-signora-di-gaverland-melsele,Melsele,Nostra Signora di Gaverland,1912-08-04,,,,ERR - Frate Anselmo: non la cita.
917,1149,Slovenia,"Pirano, frazione di Strugnano",Nostra Signora della Visione,14-8-1912,Capitolo,sì,1,yes,,nostra-signora-della-visione-madonna-di-strugnan,"Pirano, frazione di Strugnano",Nostra Signora della Visione (Madonna di Strugnano),1912-08-14,,,,ERR - Frate Anselmo: data l'incoronazione 28 giugno 1910.
918,1147,Repubblica Ceca,Chvalcov,Nostra Signora dell'Ostia Santa,15-8-1912,Capitolo,sì,1,yes,,nostra-signora-dell-ostia-santa-vergine-maria-de,Chvalcov,Nostra Signora dell'Ostia Santa (Vergine Maria dell'Ostia Santa),1912-08-15,,,,ERR - Frate Anselmo: non la cita.
919,1129,Olanda,Maastricht,"Santa Maria ""Stella del Mare""",15-8-1912,Capitolo,sì,1,yes,,sterre-der-zee-star-of-the-sea-maastricht,Maastricht,Sterre der Zee (Star of the Sea),1912-08-15,AAS,yes,,ERR - Frate Anselmo: data l'incoronazione 14 dicembre 1911.
920,1229,Ucraina,Hnizdyczów,Nostra Signora di Kochawinska,15-8-1912,Capitolo,sì,1,yes,,nostra-signora-di-kochawinska-nostra-signora-del,Hnizdyczów,Nostra Signora di Kochawinska (Nostra Signora del Buon Cammino),1912-08-15,,,,"ERR - Frate Anselmo: la colloca a Hochawina nell'elenco per date, ma non la inserisce nell'elenco per località; mentre nell'elenco per località si trova a Kochawina. Erra anche il titolo della. Madonna. ERR - Frate Anselmo: data l'incoronazione 29 giugno 1912."
921,888,Italia,San Potito - Ultra,Madonna del Soccorso,7-9-1912,Capitolo,sì,1,yes,,madonna-del-soccorso-san-potito-ultra,San Potito - Ultra,Madonna del Soccorso,1912-09-07,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
922,768,Argentina,San Miguel de Tucumán,Nostra Signora della Merced,24-9-1912,Capitolo,sì,1,yes,,nostra-signora-della-merced-nuestra-senora-de-la,San Miguel de Tucumán,Nostra Signora della Merced (Nuestra Señora de la Merced),1912-09-24,,,,ERR - Frate Anselmo: data l'incoronazione 6 giugno 1912 e la colloca a Tucuman.
923,900,Italia,Gricignano di Aversa,Madonna del Buon Consiglio,25-1-1913,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data l'incoronazione 25 gennaio 1913. Nessun riferimento in internet.
924,1006,Italia,Albenga,Madonna di Pontelungo,23-3-1913,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: la colloca a Ponte Lungo e data l'incoronazione 23 marzo 1913. Nessun riferimento in internet.
925,1089,Italia,Caltagirone,Madonna di Conadomini,31-5-1913,Capitolo,sì,1,yes,,madonna-di-conadomini-madonna-del-monte-caltagir,Caltagirone,Madonna di Conadomini (Madonna del Monte),1913-05-31,AAS,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
926,835,Francia,Honfleur,Nostra Signora della Grazia,19-6-1913,Capitolo,sì,1,yes,,nostra-signora-della-grazia-notre-dame-de-grace,Honfleur,Nostra Signora della Grazia (Notre-Dame de Grâce),1913-06-19,,,,ERR - Frate Anselmo: non la cita.
927,834,Francia,Équemauville,Nostra Signora delle Grazie,20-6-1913,Capitolo,sì,1,yes,,nostra-signora-delle-grazie-notre-dame-de-grace,Équemauville,Nostra Signora delle Grazie (Notre-Dame de Grâce),1913-06-20,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
928,821,Francia,Pouilly-en-Auxois,Nostra Signora del Ritrovamento,6-7-1913,B.P.,sì,1,yes,,nostra-signora-del-ritrovamento-notre-dame-de-la,Pouilly-en-Auxois,Nostra Signora del Ritrovamento (Notre-Dame de la trouvée),1913-07-06,,,,ERR - Frate Anselmo: non la cita.
929,841,Francia,Clermont-l'Hérault,Nostra Signora di Peyrou,24-7-1913,B.P.,sì,1,yes,,nostra-signora-di-peyrou-clermont-l-herault,Clermont-l'Hérault,Nostra Signora di Peyrou,1913-07-24,,,,ERR - Frate Anselmo: non la cita.
930,854,Germania,"Salzkotten, quartiere di Verne",Vergine Maria di Verne,17-8-1913,B.P.,sì,1,yes,,vergine-maria-di-verne-salzkotten-quartiere-di-v,"Salzkotten, quartiere di Verne",Vergine Maria di Verne,1913-08-17,,,,Frate Anselmo: la titola: Santa Maria di Verne. ERR - Frate Anselmo: data l'incoronazione 21 luglio 1913 e la colloca nella Prussia.
931,826,Francia,Plonévez-Porzay,Sant'Anna la Palud,31-8-1913,B.P.,sì,1,yes,,sant-anna-la-palud-plonevez-porzay,Plonévez-Porzay,Sant'Anna la Palud,1913-08-31,,,,ERR - Frate Anselmo: non la cita.
932,969,Italia,Poli,Madonna Addolorata,31-8-1913,Capitolo,sì,1,yes,,madonna-addolorata-poli,Poli,Madonna Addolorata,1913-08-31,,,,
933,815,Francia,Monistrol-d'Allier,Nostra Signora di Estours,7-9-1913,B.P.,sì,1,yes,,nostra-signora-di-estours-monistrol-d-allier,Monistrol-d'Allier,Nostra Signora di Estours,1913-09-07,,,,ERR - Frate Anselmo: non la cita.
934,1153,Spagna,Granada,Nostra Signora dei Dolori,20-9-1913,B.P.,sì,1,yes,,nostra-signora-dei-dolori-nuestra-senora-de-las,Granada,Nostra Signora dei Dolori (Nuestra Señora de las Angustias),1913-09-20,,,,ERR - Frate Anselmo: data l'incoronazione 5 maggio 1913. Bonci: data 20 settembre 1913.
935,790,Austria,"Lesachtal, frazione di Maria Luggau",Santa Maria Addolorata,28-9-1913,Capitolo,sì,1,yes,,santa-maria-addolorata-maria-luggau-lesachtal-fr,"Lesachtal, frazione di Maria Luggau",Santa Maria Addolorata (Maria Luggau),1913-09-28,,,,"ERR - Frate Anselmo: data l'incoronazione 3 maggio 1913, la titola: Santa Maria Dolorosa collocandola a S. Maria Luggan."
936,893,Italia,Morcone,Madonna della Pace,12-10-1913,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 12 ottobre 1913. Nessun riferimento in internet.
937,984,Italia,Vicovaro,Madonna Avvocata Nostra,13-10-1913,Capitolo,sì,1,yes,,madonna-avvocata-nostra-vicovaro,Vicovaro,Madonna Avvocata Nostra,1913-10-13,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca a Tivoli.
938,839,Francia,Saint Affrique,Nostra Signora della Misericordia,#-#-1913,Capitolo,sì,1,yes,,nostra-signora-della-misericordia-saint-affrique,Saint Affrique,Nostra Signora della Misericordia,1913,,,,ERR - Frate Anselmo: data l'incoronazione 24 dicembre 1912.
939,1080,Italia,Mesagne,Madonna del Carmine,17-3-1914,Capitolo,sì,1,yes,,madonna-del-carmine-mesagne,Mesagne,Madonna del Carmine,1914-03-17,,,,ERR - Frate Anselmo: data l'incoronazione 12 marzo 1914.
940,800,Belgio,Lede,Nostra Signora di Lede,14-4-1914,B.P.,sì,1,yes,,nostra-signora-di-lede-nostra-signora-causa-dell,Lede,Nostra Signora di Lede (Nostra Signora Causa della nostra gioia),1914-04-14,,,,ERR - Frate Anselmo: non la cita.
941,1004,Italia,"Luni, frazione di Ortonovo",Madonna Addolorata,21-5-1914,Capitolo,sì,1,yes,,madonna-addolorata-luni-frazione-di-ortonovo,"Luni, frazione di Ortonovo",Madonna Addolorata,1914-05-21,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
942,1019,Italia,Oneta,Madonna del Frassino,19-7-1914,Capitolo,sì,1,yes,,madonna-del-frassino-oneta,Oneta,Madonna del Frassino,1914-07-19,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
943,1094,Italia,Modica,Madonna delle Grazie,22-7-1914,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data l'incoronazione 22 luglio 1914.
944,954,Italia,Ceprano,Madonna Addolorata,26-7-1914,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 26 luglio 1914. Nessun riferimento in internet.
945,913,Italia,"Napoli, quartiere di Ponticelli",Madonna della Neve,2-8-1914,Capitolo,sì,1,yes,,madonna-della-neve-napoli-ponticelli,Napoli (Ponticelli),Madonna della Neve,1914-08-02,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca a Ponticelli.
946,879,Italia,Zungri,Madonna della Neve,25-8-1914,Capitolo,sì,1,yes,,madonna-della-neve-zungri,Zungri,Madonna della Neve,1914-08-25,,,,ERR - Frate Anselmo: data l'incoronazione 10 febbraio 1914.
947,906,Italia,Cicciano,Madonna degli Angeli,12-4-1915,Capitolo,sì,1,yes,,madonna-degli-angeli-cicciano,Cicciano,Madonna degli Angeli,1915-04-12,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
948,909,Italia,Napoli,Madonna Annunziata,18-4-1915,Capitolo,sì,1,yes,,vergine-annunziata-napoli-annunziata-maggiore,Napoli (Annunziata Maggiore),Vergine Annunziata,1915-04-18,Zander/Magister,yes,,"ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione. La colloca ""nella chiesa del Brefotrofio""."
949,1008,Italia,Savona,Santa Maria della Misericordia,19-4-1915,B.P.,sì,2,yes,,nostra-signora-della-misericordia-savona,Savona,Nostra Signora della Misericordia,1770; 1815-05-10; 1915-04-19,AAS; Briccolani,no,,ERR - Frate Anselmo: non la cita.
950,1205,Spagna,"Valencia, quartiere Campanar",Vergine de Campanar,25-4-1915,B.P.,sì,1,yes,,vergine-de-campanar-virgen-de-la-misericordia-va,"Valencia, quartiere Campanar",Vergine de Campanar (Virgen de la Misericordia),1915-04-25,,,,ERR - Frate Anselmo: data l'incoronazione 22 febbraio 1915.
951,1045,Italia,Ostra,Madonna Apparve,15-8-1915,Capitolo,sì,1,yes,,madonna-apparve-ostra,Ostra,Madonna Apparve,1915-08-15,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
952,974,Italia,Roma,"Santa Maria della Divina Provvidenza, Aiuto dei Cristiani",21-11-1915,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 21 novembre 1915. Nessun riferimento in internet.
953,1183,Spagna,Berga,Nostra Signora di Queralt,3-9-1916,Capitolo,sì,1,yes,,nostra-signora-di-queralt-nuestra-senora-de-quer,Berga,Nostra Signora di Queralt (Nuestra Señora de Queralt),1916-09-03,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
954,1150,Spagna,El Puerto de Santa Maria,Vergine dei Miracoli,8-9-1916,B.P.,sì,1,yes,,vergine-dei-miracoli-virgen-de-los-milagros-el-p,El Puerto de Santa Maria,Vergine dei Miracoli (Virgen de los Milagros),1916-09-08,,,,ERR - Frate Anselmo: data l'incoronazione 15 marzo 1915.
955,1011,Italia,Albino,Madonna di Guadalupe,8-9-1916,Capitolo,sì,1,yes,,madonna-di-guadalupe-albino,Albino,Madonna di Guadalupe,1916-09-08; 1919-03-06,,,,ERR - Frate Anselmo: data l'incoronazione il 16 aprile 1916.
956,1170,Spagna,Segovia,Santa Maria della Fuenciscla,24-9-1916,B.P.,sì,1,yes,,santa-maria-della-fuenciscla-virgen-de-la-fuenci,Segovia,Santa Maria della Fuenciscla (Virgen de la Fuencisla),1916-09-24,,,,ERR - Frate Anselmo: data l'incoronazione 12 ottobre 1915 e la colloca a Legovia. ERR - Bonci: la colloca a Legovia e data l'incoronazione 12 ottobre 1915.
957,966,Italia,Frascati,Madonna delle Scuole Pie,19-8-1917,Capitolo,sì,1,yes,,madonna-delle-scuole-pie-frascati,Frascati,Madonna delle Scuole Pie,1917-08-19,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
958,1172,Spagna,Valladolid,Vergine di San Lorenzo,21-10-1917,B.P.,sì,1,yes,,vergine-di-san-lorenzo-virgen-de-san-lorenzo-val,Valladolid,Vergine di San Lorenzo (Virgen de San Lorenzo),1917-10-21,,,,ERR - Frate Anselmo: data l'incoronazione 15 marzo 1916.
959,1139,Polonia,Rudnik nad Sanem,Santa Maria,21-12-1917,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,"Frate Anselmo: nell'elenco per date la titola: Santa Maria nella Chiesa Parrocchiale, mentre nell'elenco per località la titola: S.M. Rudicense. Nessun riferimento in internet."
960,1165,Spagna,Covadonga,Nostra Signora di Covadonga,8-9-1918,Capitolo,sì,1,yes,,nostra-signora-di-covadonga-virgen-de-covadonga,Covadonga,Nostra Signora di Covadonga (Virgen de Covadonga),1918-09-08,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca a Cavadonga. ERR - Bonci: commette gli stessi errori di frate Anselmo.
961,773,Cile,Santiago del Cile,Santa Maria della Mercede,22-9-1918,Capitolo,sì,1,yes,,nuestra-senora-de-la-merced-santiago-de-chile,Santiago de Chile,Nuestra Señora de la Merced,1918-09-22,AAS,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
962,779,Ecuador,Quito,Vergine della Misericordia,15-12-1918,Capitolo,sì,1,yes,,vergine-della-misericordia-virgen-de-la-merced-q,Quito,Vergine della Misericordia (Virgen de la Merced),1918-12-15,,,,ERR - Frate Anselmo: data l'incoronazione 16 luglio 1917.
963,1012,Italia,Albino,Madonna di Guadalupe,6-3-1919,Papa Benedetto XV,sì,2,yes,,madonna-di-guadalupe-albino,Albino,Madonna di Guadalupe,1916-09-08; 1919-03-06,,,,ERR - Frate Anselmo: non la cita.
964,1024,Italia,Villa di Serio,Madonna del Buon Consiglio,27-4-1919,Capitolo,sì,1,yes,,madonna-del-buon-consiglio-madonna-dei-campi-vil,Villa di Serio,Madonna del Buon Consiglio (Madonna dei Campi),1919-04-27,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
965,1200,Spagna,Cullera,Nostra Signora del Castello,15-5-1919,B.P.,sì,1,yes,,nostra-signora-del-castello-mare-de-deu-del-cast,Cullera,Nostra Signora del Castello (Mare de Déu del Castell),1919-05-15,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
966,1204,Spagna,Valencia,Nostra Signora del Soccorso,31-5-1919,Capitolo,sì,1,yes,,nostra-signora-del-soccorso-nuestra-senora-del-s,Valencia,Nostra Signora del Soccorso (Nuestra Señora del Socorro),1919-05-31,,,,"Frate Anselmo: la titola: Santa Maria del Soccorso, nel Collegio delle Relig. di Gesù e Maria e data l'incoronazione 11 maggio 1919. ERR - Bonci: data l'incoronazione 11 maggio 1918."
967,1156,Spagna,Almonte,Nostra Signora del Rocio,8-6-1919,B.P.,sì,1,yes,,nostra-signora-del-rocio-virgen-del-rocio-almont,Almonte,Nostra Signora del Rocio (Virgen del Rocio),1919-06-08,,,,ERR - Frate Anselmo: data l'incoronazione 8 settembre 1918.
968,775,Colombia,Chiquinquirà,Nostra Signora del Rosario de Cinquinquiricà,9-7-1919,Capitolo,sì,1,yes,,nuestra-senora-del-rosario-de-chiquinquira-chiqu,Chiquinquirá,Nuestra Señora del Rosario de Chiquinquirá,1919-07-09,AAS,yes,,ERR - Frate Anselmo: data l'incoronazione 8 gennaio 1910.
969,809,Belgio,Namur,Nostra Signora al Bastione,20-7-1919,Capitolo,sì,1,yes,,notre-dame-du-rempart-namur,Namur,Notre-Dame du Rempart,1919-07-20,AAS,,,ERR - Frate Anselmo: data l'incoronazione 20 febbraio 1919.
970,1013,Italia,"Albino, frazione di Vall'Alta",Madonna del Monte Altino,23-7-1919,Capitolo,sì,1,yes,,madonna-di-altino-vall-alta-di-albino,Vall'Alta di Albino,Madonna di Altino,1919-07-23,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la titola Madonna della Fontana.
971,860,Italia,Chieti,Madonna della Consolazione o della Cintura,26-7-1919,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 26 luglio 1919. Nessun riferimento in internet.
972,1079,Italia,Canosa di Puglia,Madonna della Fonte,3-8-1919,Capitolo,sì,1,yes,,madonna-della-fonte-canosa-di-puglia,Canosa di Puglia,Madonna della Fonte,1919-08-03,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
973,878,Italia,Parghelia,Madonna di Portosalvo,10-8-1919,Capitolo,sì,1,yes,,madonna-di-portosalvo-parghelia,Parghelia,Madonna di Portosalvo,1919-08-10,,,,"Frate Anselmo: data l'incoronazione 20 febbraio 1918, ma tra parentesi riporta: ""solenn. 10-VIII-1919"""
974,903,Italia,"Teano, frazione di Borgonuovo",Madonna della Libera,15-8-1919,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data l'incoronazione 15 agosto 1919. Nessun riferimento in internet.
975,1141,Polonia,Borek Stary,Nostra Signora di Borek,15-8-1919,Capitolo,sì,1,yes,,nostra-signora-di-borek-borek-stary,Borek Stary,Nostra Signora di Borek,1919-08-15,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la titola: Santa Maria di Chiaromonte.
976,922,Italia,Sant'Agnello,Madonna Annunziata,17-8-1919,Capitolo,sì,1,yes,,santa-maria-annunziata-sant-agnello-di-sorrento,Sant'Agnello di Sorrento (Angri),Santa Maria Annunziata,1919-08-17,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
977,1033,Italia,Izano,Madonna della Pallavicina,25-8-1919,Capitolo,sì,1,yes,,madonna-della-pallavicina-izano,Izano,Madonna della Pallavicina,1919-08-25,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
978,968,Italia,Monte Compatri,Madonna del Castagno,31-8-1919,Capitolo,sì,1,yes,,madonna-del-castagno-monte-compatri,Monte Compatri,Madonna del Castagno,1919-08-31,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
979,1021,Italia,Sovere,Madonna della Torre,7-9-1919,Capitolo,sì,1,yes,,madonna-della-torre-sovere,Sovere,Madonna della Torre,1919-09-07,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
980,1042,Italia,Carnago,Madonna dei Miracoli,7-9-1919,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Frate Anselmo: data l'incoronazione 11 agosto 1919.
981,941,Italia,Fiorano Modenese,Madonna di Fiorano,8-9-1919,Capitolo,sì,1,yes,,madonna-di-fiorano-madonna-del-castello-fiorano,Fiorano Modenese,Madonna di Fiorano (Madonna del Castello),1919-09-08,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca a Fiorano.
982,770,Brasile,Recife,Nostra Signora del Monte Carmelo,21-9-1919,B.P.,sì,1,yes,,simulacrum-cedrino-ligno-sculptum-beatae-mariae,Recife,"simulacrum, cedrino ligno sculptum, Beatae Mariae Virginis de Monte Carmelo",1919-09-21,AAS,yes,,ERR - Frate Anselmo: data l'incoronazione 12 novembre 1918.
983,1010,Italia,Albino,Madonna del Pianto,21-9-1919,Capitolo,sì,1,yes,,madonna-del-pianto-albino,Albino,Madonna del Pianto,1919-09-21,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
984,901,Italia,Parete,Madonna della Rotonda,5-4-1920,Capitolo,sì,1,yes,,madonna-della-rotonda-parete,Parete,Madonna della Rotonda,1920-04-05,,,,ERR - Frate Anselmo: data l'incoronazione 15 ottobre 1919.
985,908,Italia,Napoli,Santa Maria Ausiliatrice,18-4-1920,Capitolo,sì,1,yes,,santa-maria-ausiliatrice-napoli,Napoli,Santa Maria Ausiliatrice,1920-04-18,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
986,1102,Italia,Viareggio,Madonna Addolorata,9-5-1920,Capitolo,sì,1,yes,,maria-santissima-addolorata-viareggio,Viareggio,Maria Santissima Addolorata,1920-05-09,AAS; Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
987,1099,Italia,Impruneta,Madonna dell'Impruneta,9-5-1920,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: riporta la data di incoronazione 10 marzo 1920 e aggiunge tra parentesi: sol. 9-V-1920.
988,1083,Italia,Lecce,Madonna del Carmine,13-5-1920,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 13 maggio 1920. Nessun riferimento in internet.
989,958,Italia,San Giovanni Incarico,Madonna della Guardia,25-5-1920,Capitolo,sì,1,yes,,madonna-della-guardia-san-giovanni-incarico,San Giovanni Incarico,Madonna della Guardia,1920-05-25,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
990,930,Italia,Eboli,Madonna Addolorata,30-5-1920,Capitolo,sì,1,yes,,santa-maria-addolorata-santa-maria-della-pieta-e,Eboli,"Santa Maria Addolorata, Santa Maria della Pietà",1920-05-30,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
991,1193,Spagna,Orihuela,Nostra Signora di Monserrato,31-5-1920,B.P.,sì,1,yes,,nuestra-senore-de-monserrate-orihuela,Orihuela,Nuestra Señore De Monserrate,1920-05-31; 1959-05-31,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
992,972,Italia,Roma,Madonna in Cosmedin,20-6-1920,Capitolo,sì,2,yes,,santa-maria-in-cosmedin-detta-la-bocca-della-ver,"Rome, Santa Maria in Cosmedin",Santa Maria in Cosmedin detta la Bocca della Verità,1672-11-23; 1920-06-20,Briccolani,no,PICK,
993,971,Italia,Roma,Madonna degli Angeli,27-6-1920,Capitolo,sì,1,yes,,santa-maria-degli-angeli-rome,Rome,Santa Maria degli Angeli,1920-06-27,AAS,yes,AUTO,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca presso le Terme di Diocleziano.
994,995,Italia,Genova,Madonna della Consolazione,27-6-1920,Capitolo,sì,1,yes,,la-madonnetta-genoa-carbonara,Genoa (Carbonara),La Madonnetta,1920-06-27,Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
995,832,Francia,Bar le Duc,Nostra Signora du Guet,4-7-1920,Capitolo,sì,1,yes,,notre-dame-du-guet-reine-de-la-paix-bar-le-duc,Bar-le-Duc,"Notre Dame Du Guet, Reine De La Paix",1920-07-04,Zander/Magister,yes,,ERR - Frate Anselmo: data l'incoronazione 8 giugno 1919 e tra le note inserisc (solen. 4 luglio 1920) e la titola: Santa Maia du Gnet.
996,1060,Italia,Molare,"Santa Maria ""Auxilium Christianorum""",15-7-1920,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 15 luglio 1920. Nessun riferimento in internet.
997,1191,Spagna,Cocentaina,Nostra Signora del Miracolo,8-8-1920,Capitolo,sì,1,yes,,nostra-signora-del-miracolo-virgen-de-los-milagr,Cocentaina,Nostra Signora del Miracolo (Virgen de los Milagros),1920-08-08,,,,ERR - Frate Anselmo: la colloca a Concentaina. Frate Anselmo: scambia la data del decreto con la data di incoronazione.
998,1018,Italia,Nembro,"Santa Maria ""Mater Misericordiae""",8-8-1920,Capitolo,sì,1,yes,,santa-maria-mater-misericordiae-madonna-addolora,Nembro,"Santa Maria ""Mater Misericordiae"" (Madonna Addolorata)",1920-08-08,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
999,1052,Italia,Penna San Giovanni,Madonna del Rosario,15-8-1920,Capitolo,sì,1,yes,,madonna-del-rosario-penna-san-giovanni,Penna San Giovanni,Madonna del Rosario,1920-08-15,,,,Frate Anselmo: data l'incoronazione 15 agosto 1920.
1000,953,Italia,Arpino,Santa Maria Assunta,15-8-1920,B.P.,sì,1,yes,,santa-maria-assunta-arpino,Arpino,Santa Maria Assunta,1816-08-15; 1920-08-15,,,,Frate Anselmo: la cita in appendice. ERR - Bonci non la cita.
1001,866,Italia,San Martino d'Agri,Madonna della Rupe,20-8-1920,Capitolo,sì,1,yes,,madonna-della-rupe-san-martino-d-agri,San Martino d'Agri,Madonna della Rupe,1920-08-20,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1002,1107,Italia,San Quirico d'Orcia,Madonna di Vitaleta,1-9-1920,Capitolo,sì,1,yes,,madonna-di-vitaleta-vergine-annunziata-san-quiri,San Quirico d'Orcia,Madonna di Vitaleta (Vergine Annunziata),1920-09-01,,,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
1003,1005,Italia,"Sestri Levante, frazione di San Bartolomeo della Ginestra",Madonna del Soccorso,5-9-1920,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Frate Anselmo: data l'incoronazione 5 settembre 1920. Nessun riferimento in internet.
1004,943,Italia,Bettola,Madonna della Quercia,5-9-1920,Capitolo,sì,1,yes,,madonna-della-quercia-bettola,Bettola,Madonna della Quercia,1920-09-05,AAS; Zander/Magister,yes,,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione.
